"total_users","obs_7d","repeat_7d","repeat_rate_7d","obs_30d","repeat_30d","repeat_rate_30d","obs_90d","repeat_90d","repeat_rate_90d"
93357,85622,762,0.0089,81418,1159,0.0142,69405,1654,0.0238
