group,day_type,orders,gmv,natural_days,avg_daily_orders,order_share
all_users,weekday,69357,11148716.15,489,141.83435582822085,0.7695474164234913
all_users,weekend,20770,3288331.34,196,105.96938775510205,0.2304525835765087
high_value_users,weekday,31,3394.89,489,0.06339468302658487,0.8857142857142857
high_value_users,weekend,4,369.09000000000003,196,0.02040816326530612,0.11428571428571428
