group,users,valid_orders,paid_orders,gmv,spend_per_user,average_order_value,average_purchase_frequency,repeat_users,repeat_rate,high_amount_threshold_brl,high_amount_orders,high_amount_order_share,high_amount_gmv,high_amount_gmv_share
all_users,87214,90127,90126,14437047.49,165.53589435182425,160.18737645074674,1.033400600820969,2621,0.03005251450455202,500.0,3829,0.04248496549275459,3536287.9400000004,0.24494537005917963
high_value_users,4,35,35,3763.98,940.995,107.54228571428571,8.75,4,1.0,500.0,0,0.0,0.0,0.0
