customer_unique_id,profile_state,profile_city,recency_days,frequency,monetary,r_score,f_score,m_score,rfm_segment,churn_flag,is_high_value_user,is_high_value_churn_user,first_purchase_date,last_purchase_date,customer_lifecycle_days,lifecycle_stage,paid_orders,payment_gmv,average_order_value,dominant_main_payment_type,dominant_payment_type_order_share,avg_main_payment_installments_valid,one_time_orders,installment_orders,zero_installment_orders,mixed_payment_orders,valid_orders,high_amount_threshold_brl,high_amount_orders,high_amount_order_share,weekday_orders,weekend_orders,weekday_order_share,peak_purchase_hour,peak_hour_orders,reviewed_orders,average_review_score,low_score_orders,low_score_order_share,positive_review_rate,delivery_orders,average_delivery_days,delay_eligible_orders,delayed_orders,delay_rate
3e43e6105506432c953e165fb2acf44c,SP,praia grande,154,9,1172.66,4,4,5,重要价值用户,1,1,1,2017-09-18,2018-02-27,162,Dormant Customer,9,1172.66,130.29555555555555,credit_card,1.0,7.111111111111111,0,9,0,0,9,500.0,0,0.0,9,0,1.0,10,4,9,2.7777777777777777,1,0.1111111111111111,0.1111111111111111,9,14.12895576131687,9,1,0.1111111111111111
