purchase_month,category_name,monthly_sales_amount,monthly_order_count,monthly_item_count,avg_item_price,items_per_order
2018-03,stationery,12993.74,145,163,79.716196,1.124138
2018-03,tablets_printing_image,259.29,2,3,86.43,1.5
2018-03,telephony,24759.43,320,334,74.13003,1.04375
2018-03,toys,22817.55,215,225,101.411333,1.046512
2018-03,unknown,16625.22,125,133,125.001654,1.064
2018-03,watches_gifts,95661.18,407,421,227.223705,1.034398
2018-04,agro_industry_and_commerce,4500.7,12,12,375.058333,1.0
2018-04,air_conditioning,3261.79,22,23,141.816957,1.045455
2018-04,art,2140.28,26,26,82.318462,1.0
2018-04,arts_and_craftmanship,15.99,1,1,15.99,1.0
2018-04,audio,7045.07,30,31,227.260323,1.033333
2018-04,auto,47989.41,328,348,137.900603,1.060976
2018-04,baby,47201.22,215,237,199.161266,1.102326
2018-04,bed_bath_table,71379.61,600,736,96.983166,1.226667
2018-04,books_general_interest,6274.51,42,49,128.051224,1.166667
2018-04,books_imported,317.99,4,4,79.4975,1.0
2018-04,books_technical,1172.1,23,23,50.96087,1.0
2018-04,cds_dvds_musicals,65.0,1,1,65.0,1.0
2018-04,christmas_supplies,275.15,9,12,22.929167,1.333333
2018-04,cine_photo,521.74,5,5,104.348,1.0
2018-04,computers,13774.92,13,15,918.328,1.153846
2018-04,computers_accessories,57370.9,465,526,109.070152,1.131183
2018-04,consoles_games,5511.05,37,40,137.77625,1.081081
2018-04,construction_tools_construction,12933.83,76,90,143.709222,1.184211
2018-04,construction_tools_lights,4962.67,37,47,105.588723,1.27027
2018-04,construction_tools_safety,2887.26,23,24,120.3025,1.043478
2018-04,cool_stuff,35025.41,194,206,170.026262,1.061856
2018-04,costruction_tools_garden,1326.79,12,18,73.710556,1.5
2018-04,costruction_tools_tools,1332.99,16,17,78.411176,1.0625
2018-04,diapers_and_hygiene,149.0,4,4,37.25,1.0
2018-04,drinks,5016.44,29,54,92.897037,1.862069
2018-04,dvds_blu_ray,92.5,4,5,18.5,1.25
2018-04,electronics,10840.23,201,212,51.13316,1.054726
2018-04,fashio_female_clothing,174.95,1,5,34.99,5.0
2018-04,fashion_bags_accessories,8218.85,92,102,80.576961,1.108696
2018-04,fashion_male_clothing,195.0,1,1,195.0,1.0
2018-04,fashion_shoes,1438.7,11,11,130.790909,1.0
2018-04,fashion_sport,89.9,1,1,89.9,1.0
2018-04,fashion_underwear_beach,359.4,6,6,59.9,1.0
2018-04,fixed_telephony,1921.94,10,11,174.721818,1.1
2018-04,flowers,158.4,3,3,52.8,1.0
2018-04,food,1665.43,36,40,41.63575,1.111111
2018-04,food_drink,605.07,16,18,33.615,1.125
2018-04,furniture_bedroom,1301.9,6,7,185.985714,1.166667
2018-04,furniture_decor,56217.62,458,586,95.934505,1.279476
2018-04,furniture_living_room,5041.83,24,33,152.782727,1.375
2018-04,garden_tools,34526.04,232,282,122.432766,1.215517
2018-04,health_beauty,91058.45,619,685,132.932044,1.106624
2018-04,home_appliances,15019.63,104,104,144.419519,1.0
2018-04,home_appliances_2,20741.69,23,23,901.812609,1.0
2018-04,home_comfort_2,12.9,1,1,12.9,1.0
2018-04,home_confort,1939.4,15,18,107.744444,1.2
2018-04,home_construction,9204.65,58,75,122.728667,1.293103
2018-04,housewares,44363.29,411,462,96.024437,1.124088
2018-04,industry_commerce_and_business,5690.61,48,53,107.37,1.104167
2018-04,kitchen_dining_laundry_garden_furniture,3110.57,18,19,163.714211,1.055556
2018-04,la_cuisine,280.0,1,2,140.0,2.0
2018-04,luggage_accessories,8680.48,53,57,152.289123,1.075472
2018-04,market_place,627.23,15,15,41.815333,1.0
2018-04,music,1696.86,5,5,339.372,1.0
2018-04,musical_instruments,19375.31,57,60,322.921833,1.052632
2018-04,office_furniture,19997.8,86,131,152.654962,1.523256
2018-04,party_supplies,43.8,1,2,21.9,2.0
2018-04,perfumery,17430.41,159,174,100.17477,1.09434
2018-04,pet_shop,18282.97,150,166,110.138373,1.106667
2018-04,signaling_and_security,2222.3,22,36,61.730556,1.636364
2018-04,small_appliances,12071.76,60,66,182.905455,1.1
2018-04,small_appliances_home_oven_and_coffee,13211.99,13,13,1016.306923,1.0
2018-04,sports_leisure,65793.52,520,586,112.275631,1.126923
2018-04,stationery,11263.45,128,152,74.101645,1.1875
2018-04,tablets_printing_image,52.0,1,1,52.0,1.0
2018-04,telephony,16312.06,245,279,58.466165,1.138776
2018-04,toys,23140.41,193,202,114.556485,1.046632
2018-04,unknown,7987.9,72,74,107.944595,1.027778
2018-04,watches_gifts,88623.07,462,494,179.398927,1.069264
2018-05,agro_industry_and_commerce,3279.75,8,8,409.96875,1.0
2018-05,air_conditioning,1851.3,13,14,132.235714,1.076923
2018-05,art,2491.97,33,34,73.293235,1.030303
2018-05,arts_and_craftmanship,89.8,1,1,89.8,1.0
2018-05,audio,2697.68,20,21,128.460952,1.05
2018-05,auto,40851.44,295,308,132.634545,1.044068
2018-05,baby,33253.65,218,239,139.136611,1.09633
2018-05,bed_bath_table,71265.07,600,740,96.304149,1.233333
2018-05,books_general_interest,5925.13,48,50,118.5026,1.041667
2018-05,books_imported,410.92,9,10,41.092,1.111111
2018-05,books_technical,3040.53,54,55,55.282364,1.018519
2018-05,christmas_supplies,524.53,6,6,87.421667,1.0
2018-05,cine_photo,2108.29,16,17,124.017059,1.0625
2018-05,computers,8699.92,6,13,669.224615,2.166667
2018-05,computers_accessories,50631.83,399,453,111.770044,1.135338
2018-05,consoles_games,5279.27,38,52,101.524423,1.368421
2018-05,construction_tools_construction,20748.6,89,125,165.9888,1.404494
2018-05,construction_tools_lights,4354.81,30,38,114.600263,1.266667
2018-05,construction_tools_safety,6045.01,21,22,274.773182,1.047619
2018-05,cool_stuff,29949.12,168,175,171.137829,1.041667
2018-05,costruction_tools_garden,1073.28,13,16,67.08,1.230769
2018-05,costruction_tools_tools,417.9,5,5,83.58,1.0
2018-05,diapers_and_hygiene,117.0,3,3,39.0,1.0
2018-05,drinks,2505.99,33,47,53.318936,1.424242
2018-05,dvds_blu_ray,439.94,6,7,62.848571,1.166667
2018-05,electronics,16176.79,219,231,70.029394,1.054795
2018-05,fashion_bags_accessories,11490.17,104,110,104.456091,1.057692
2018-05,fashion_male_clothing,129.99,1,1,129.99,1.0
2018-05,fashion_shoes,1582.7,10,10,158.27,1.0
2018-05,fashion_underwear_beach,207.4,5,6,34.566667,1.2
2018-05,fixed_telephony,1846.2,11,16,115.3875,1.454545
2018-05,flowers,16.4,1,1,16.4,1.0
2018-05,food,1542.93,36,44,35.066591,1.222222
2018-05,food_drink,1239.44,15,25,49.5776,1.666667
2018-05,furniture_bedroom,1484.98,5,6,247.496667,1.2
2018-05,furniture_decor,53706.45,456,597,89.960553,1.309211
2018-05,furniture_living_room,2721.08,13,16,170.0675,1.230769
2018-05,garden_tools,37700.79,227,288,130.905521,1.268722
2018-05,health_beauty,94534.38,669,751,125.878003,1.122571
2018-05,home_appliances,6149.67,63,64,96.088594,1.015873
2018-05,home_appliances_2,14441.24,23,23,627.88,1.0
2018-05,home_confort,2708.7,18,21,128.985714,1.166667
2018-05,home_construction,10155.28,63,79,128.547848,1.253968
2018-05,housewares,62824.57,492,618,101.65788,1.256098
2018-05,industry_commerce_and_business,3780.99,34,40,94.52475,1.176471
2018-05,kitchen_dining_laundry_garden_furniture,2310.09,10,13,177.699231,1.3
2018-05,luggage_accessories,6618.46,44,49,135.070612,1.113636
2018-05,market_place,957.45,13,14,68.389286,1.076923
2018-05,music,729.0,5,5,145.8,1.0
2018-05,musical_instruments,18757.07,59,61,307.492951,1.033898
2018-05,office_furniture,20835.87,82,104,200.344904,1.268293
2018-05,party_supplies,100.7,3,4,25.175,1.333333
2018-05,perfumery,24482.7,179,197,124.277665,1.100559
2018-05,pet_shop,11708.46,127,136,86.091618,1.070866
2018-05,signaling_and_security,683.5,6,7,97.642857,1.166667
2018-05,small_appliances,10620.99,39,48,221.270625,1.230769
2018-05,small_appliances_home_oven_and_coffee,10161.6,9,9,1129.066667,1.0
2018-05,sports_leisure,59209.92,449,489,121.083681,1.089087
2018-05,stationery,12923.39,124,130,99.410692,1.048387
2018-05,tablets_printing_image,49.9,1,1,49.9,1.0
2018-05,telephony,18944.28,237,250,75.77712,1.054852
2018-05,toys,31538.41,211,218,144.671606,1.033175
2018-05,unknown,5055.04,39,44,114.887273,1.128205
2018-05,watches_gifts,119364.98,585,625,190.983968,1.068376
2018-06,agro_industry_and_commerce,3515.8,10,10,351.58,1.0
2018-06,air_conditioning,3567.9,9,15,237.86,1.666667
2018-06,art,2500.14,28,28,89.290714,1.0
2018-06,audio,1830.69,19,20,91.5345,1.052632
2018-06,auto,44962.59,268,295,152.415559,1.100746
2018-06,baby,30550.32,205,223,136.996951,1.087805
2018-06,bed_bath_table,70857.08,649,764,92.744869,1.177196
2018-06,books_general_interest,3275.49,32,38,86.197105,1.1875
2018-06,books_imported,468.17,9,9,52.018889,1.0
2018-06,books_technical,1747.43,26,26,67.208846,1.0
2018-06,christmas_supplies,306.19,6,7,43.741429,1.166667
2018-06,cine_photo,435.85,9,13,33.526923,1.444444
2018-06,computers,13127.0,8,13,1009.769231,1.625
2018-06,computers_accessories,41806.37,352,401,104.255287,1.139205
2018-06,consoles_games,6903.01,41,43,160.535116,1.04878
2018-06,construction_tools_construction,22947.72,108,113,203.077168,1.046296
2018-06,construction_tools_lights,4583.41,35,44,104.168409,1.257143
2018-06,construction_tools_safety,2565.37,16,16,160.335625,1.0
2018-06,cool_stuff,19316.37,100,103,187.537573,1.03
2018-06,costruction_tools_garden,799.44,11,11,72.676364,1.0
2018-06,costruction_tools_tools,527.0,4,4,131.75,1.0
2018-06,diapers_and_hygiene,321.0,7,7,45.857143,1.0
2018-06,drinks,1567.07,30,33,47.48697,1.1
2018-06,dvds_blu_ray,382.88,5,6,63.813333,1.2
2018-06,electronics,9664.57,174,191,50.599843,1.097701
2018-06,fashion_bags_accessories,7869.95,82,87,90.459195,1.060976
2018-06,fashion_childrens_clothes,89.99,1,1,89.99,1.0
2018-06,fashion_male_clothing,447.8,6,7,63.971429,1.166667
2018-06,fashion_shoes,1230.58,10,10,123.058,1.0
2018-06,fashion_underwear_beach,129.3,3,7,18.471429,2.333333
2018-06,fixed_telephony,2080.32,15,17,122.371765,1.133333
2018-06,flowers,108.0,1,2,54.0,2.0
2018-06,food,1371.18,24,24,57.1325,1.0
2018-06,food_drink,293.85,9,11,26.713636,1.222222
2018-06,furniture_bedroom,1559.99,8,9,173.332222,1.125
2018-06,furniture_decor,42042.22,316,402,104.582637,1.272152
2018-06,furniture_living_room,3541.62,27,29,122.124828,1.074074
2018-06,garden_tools,17948.72,148,184,97.547391,1.243243
2018-06,health_beauty,106745.72,790,875,121.995109,1.107595
2018-06,home_appliances,5830.38,65,65,89.698154,1.0
2018-06,home_appliances_2,8312.72,18,19,437.511579,1.055556
2018-06,home_comfort_2,25.8,1,2,12.9,2.0
2018-06,home_confort,2386.49,16,16,149.155625,1.0
2018-06,home_construction,9094.59,60,71,128.092817,1.183333
2018-06,housewares,55912.61,464,577,96.90227,1.243534
2018-06,industry_commerce_and_business,2609.9,21,26,100.380769,1.238095
2018-06,kitchen_dining_laundry_garden_furniture,3538.43,21,29,122.014828,1.380952
2018-06,luggage_accessories,5070.88,36,36,140.857778,1.0
2018-06,market_place,556.46,7,7,79.494286,1.0
2018-06,music,109.08,3,3,36.36,1.0
2018-06,musical_instruments,16177.92,46,47,344.211064,1.021739
2018-06,office_furniture,12125.58,59,76,159.547105,1.288136
2018-06,party_supplies,84.8,2,2,42.4,1.0
2018-06,perfumery,26963.93,166,186,144.967366,1.120482
2018-06,pet_shop,19491.78,151,178,109.504382,1.178808
2018-06,signaling_and_security,5863.18,18,27,217.154815,1.5
2018-06,small_appliances,15431.63,43,49,314.931224,1.139535
2018-06,small_appliances_home_oven_and_coffee,3499.0,3,3,1166.333333,1.0
2018-06,sports_leisure,44916.01,371,419,107.198115,1.12938
2018-06,stationery,12859.08,145,167,77.000479,1.151724
2018-06,tablets_printing_image,50.0,1,1,50.0,1.0
2018-06,telephony,22669.86,202,216,104.953056,1.069307
2018-06,toys,21094.95,176,190,111.026053,1.079545
2018-06,unknown,2387.13,22,23,103.788261,1.045455
2018-06,watches_gifts,85027.57,444,477,178.254864,1.074324
2018-07,agro_industry_and_commerce,6669.82,26,27,247.03037,1.038462
2018-07,air_conditioning,2657.86,15,17,156.344706,1.133333
2018-07,art,1843.2,21,21,87.771429,1.0
2018-07,arts_and_craftmanship,654.57,10,11,59.506364,1.1
2018-07,audio,2062.64,21,22,93.756364,1.047619
2018-07,auto,43466.79,324,341,127.468592,1.052469
2018-07,baby,21834.12,206,214,102.028598,1.038835
2018-07,bed_bath_table,54405.23,511,617,88.177034,1.207436
2018-07,books_general_interest,4077.45,25,25,163.098,1.0
2018-07,books_imported,357.79,5,7,51.112857,1.4
2018-07,books_technical,1994.93,26,26,76.728077,1.0
2018-07,christmas_supplies,509.56,8,8,63.695,1.0
2018-07,cine_photo,1178.54,7,7,168.362857,1.0
2018-07,computers,11239.0,8,8,1404.875,1.0
2018-07,computers_accessories,41063.31,381,418,98.237584,1.097113
2018-07,consoles_games,8519.11,49,49,173.859388,1.0
2018-07,construction_tools_construction,15237.47,98,115,132.499739,1.173469
2018-07,construction_tools_lights,7249.61,40,55,131.811091,1.375
2018-07,construction_tools_safety,1888.95,15,15,125.93,1.0
2018-07,cool_stuff,21152.01,113,115,183.930522,1.017699
2018-07,costruction_tools_garden,1922.66,19,22,87.393636,1.157895
2018-07,costruction_tools_tools,5501.2,10,12,458.433333,1.2
2018-07,diapers_and_hygiene,121.0,3,3,40.333333,1.0
2018-07,drinks,1260.17,16,16,78.760625,1.0
2018-07,dvds_blu_ray,83.99,1,1,83.99,1.0
2018-07,electronics,9270.95,142,151,61.39702,1.06338
2018-07,fashion_bags_accessories,6071.07,74,74,82.041486,1.0
2018-07,fashion_male_clothing,208.7,5,5,41.74,1.0
2018-07,fashion_shoes,820.19,5,5,164.038,1.0
2018-07,fashion_underwear_beach,109.8,2,2,54.9,1.0
2018-07,fixed_telephony,9319.39,8,11,847.217273,1.375
2018-07,flowers,47.99,2,2,23.995,1.0
2018-07,food,3378.17,59,64,52.783906,1.084746
2018-07,food_drink,778.73,14,17,45.807647,1.214286
2018-07,furniture_bedroom,1386.9,7,10,138.69,1.428571
2018-07,furniture_decor,45393.59,343,436,104.113739,1.271137
2018-07,furniture_living_room,6706.64,49,54,124.197037,1.102041
2018-07,furniture_mattress_and_upholstery,129.9,1,1,129.9,1.0
2018-07,garden_tools,25639.88,152,177,144.858079,1.164474
2018-07,health_beauty,103524.22,699,770,134.447039,1.101574
2018-07,home_appliances,5173.03,78,78,66.320897,1.0
2018-07,home_appliances_2,12597.32,22,23,547.709565,1.045455
2018-07,home_comfort_2,38.7,2,3,12.9,1.5
2018-07,home_confort,2906.48,23,23,126.368696,1.0
2018-07,home_construction,6700.25,57,60,111.670833,1.052632
2018-07,housewares,62583.3,462,564,110.963298,1.220779
2018-07,industry_commerce_and_business,4697.21,13,14,335.515,1.076923
2018-07,kitchen_dining_laundry_garden_furniture,3736.95,20,22,169.861364,1.1
2018-07,luggage_accessories,5821.72,53,54,107.80963,1.018868
2018-07,market_place,186.78,4,4,46.695,1.0
2018-07,music,849.3,3,3,283.1,1.0
2018-07,musical_instruments,7871.93,32,36,218.664722,1.125
2018-07,office_furniture,13225.28,62,80,165.316,1.290323
2018-07,party_supplies,57.5,2,2,28.75,1.0
2018-07,perfumery,20645.97,168,199,103.748593,1.184524
2018-07,pet_shop,19343.85,138,158,122.42943,1.144928
2018-07,signaling_and_security,3785.19,19,29,130.523793,1.526316
2018-07,small_appliances,8161.35,35,42,194.317857,1.2
2018-07,small_appliances_home_oven_and_coffee,4699.67,14,15,313.311333,1.071429
2018-07,sports_leisure,54015.89,410,460,117.425848,1.121951
2018-07,stationery,17217.19,168,190,90.616789,1.130952
2018-07,telephony,26492.68,202,221,119.87638,1.094059
2018-07,toys,17022.0,148,154,110.532468,1.040541
2018-07,unknown,5222.03,50,57,91.614561,1.14
2018-07,watches_gifts,95164.79,507,521,182.657946,1.027613
2018-08,agro_industry_and_commerce,5021.09,14,18,278.949444,1.285714
2018-08,air_conditioning,3556.9,17,21,169.37619,1.235294
2018-08,art,1481.39,18,18,82.299444,1.0
2018-08,arts_and_craftmanship,901.76,9,9,100.195556,1.0
2018-08,audio,2069.4,24,26,79.592308,1.083333
2018-08,auto,45032.58,345,370,121.709676,1.072464
2018-08,baby,21266.57,201,212,100.314009,1.054726
2018-08,bed_bath_table,60891.09,555,655,92.963496,1.18018
2018-08,books_general_interest,1564.78,34,36,43.466111,1.058824
2018-08,books_imported,749.0,1,1,749.0,1.0
2018-08,books_technical,1483.79,28,29,51.165172,1.035714
2018-08,christmas_supplies,529.37,10,10,52.937,1.0
2018-08,cine_photo,595.29,8,9,66.143333,1.125
2018-08,computers,8711.5,10,12,725.958333,1.2
2018-08,computers_accessories,40052.64,380,415,96.512386,1.092105
2018-08,consoles_games,4381.31,53,59,74.259492,1.113208
2018-08,construction_tools_construction,22917.16,124,162,141.463951,1.306452
2018-08,construction_tools_lights,8212.53,56,62,132.460161,1.107143
2018-08,construction_tools_safety,3970.22,21,25,158.8088,1.190476
2018-08,cool_stuff,15794.89,116,119,132.730168,1.025862
2018-08,costruction_tools_garden,3688.76,19,23,160.38087,1.210526
2018-08,costruction_tools_tools,1255.77,14,14,89.697857,1.0
2018-08,diapers_and_hygiene,231.89,3,3,77.296667,1.0
2018-08,drinks,1423.26,24,27,52.713333,1.125
2018-08,dvds_blu_ray,8.9,1,1,8.9,1.0
2018-08,electronics,10739.57,114,119,90.248487,1.04386
2018-08,fashio_female_clothing,129.97,2,3,43.323333,1.5
2018-08,fashion_bags_accessories,8127.53,121,126,64.504206,1.041322
2018-08,fashion_male_clothing,381.69,3,3,127.23,1.0
2018-08,fashion_shoes,471.3,3,3,157.1,1.0
2018-08,fashion_sport,69.9,1,1,69.9,1.0
2018-08,fashion_underwear_beach,160.0,1,1,160.0,1.0
2018-08,fixed_telephony,2724.17,10,10,272.417,1.0
2018-08,food,8174.18,102,115,71.079826,1.127451
2018-08,food_drink,1028.61,16,21,48.981429,1.3125
2018-08,furniture_bedroom,2197.0,10,12,183.083333,1.2
2018-08,furniture_decor,41168.55,341,430,95.740814,1.260997
2018-08,furniture_living_room,5223.34,38,40,130.5835,1.052632
2018-08,garden_tools,16314.7,120,136,119.961029,1.133333
2018-08,health_beauty,119391.01,765,835,142.983246,1.091503
2018-08,home_appliances,6443.85,62,63,102.283333,1.016129
2018-08,home_appliances_2,7532.76,14,14,538.054286,1.0
2018-08,home_confort,2241.28,15,16,140.08,1.066667
2018-08,home_construction,6286.16,44,48,130.961667,1.090909
2018-08,housewares,58763.36,549,616,95.395065,1.12204
2018-08,industry_commerce_and_business,2364.69,9,10,236.469,1.111111
2018-08,kitchen_dining_laundry_garden_furniture,2011.47,19,20,100.5735,1.052632
2018-08,luggage_accessories,6599.75,62,64,103.121094,1.032258
2018-08,market_place,949.27,8,8,118.65875,1.0
2018-08,music,497.81,6,6,82.968333,1.0
2018-08,musical_instruments,10519.34,39,41,256.569268,1.051282
2018-08,office_furniture,6758.87,24,30,225.295667,1.25
2018-08,party_supplies,1285.29,14,14,91.806429,1.0
2018-08,perfumery,24839.74,203,218,113.943761,1.073892
2018-08,pet_shop,24608.07,166,198,124.283182,1.192771
2018-08,signaling_and_security,1825.59,16,22,82.981364,1.375
2018-08,small_appliances,6168.06,23,23,268.176522,1.0
2018-08,small_appliances_home_oven_and_coffee,2996.72,17,17,176.277647,1.0
2018-08,sports_leisure,50860.18,432,471,107.983397,1.090278
2018-08,stationery,15445.65,158,169,91.394379,1.06962
2018-08,telephony,36572.91,240,271,134.955387,1.129167
2018-08,toys,16923.75,151,165,102.568182,1.092715
2018-08,unknown,4221.65,34,36,117.268056,1.058824
2018-08,watches_gifts,69767.06,387,411,169.749538,1.062016
