purchase_month,category_name,monthly_sales_amount,monthly_order_count,monthly_item_count,avg_item_price,items_per_order
2017-08,perfumery,13085.1,117,127,103.032283,1.08547
2017-08,pet_shop,10425.79,75,89,117.143708,1.186667
2017-08,signaling_and_security,377.8,4,4,94.45,1.0
2017-08,small_appliances,4297.01,32,36,119.361389,1.125
2017-08,small_appliances_home_oven_and_coffee,21.9,1,1,21.9,1.0
2017-08,sports_leisure,40624.77,375,417,97.421511,1.112
2017-08,stationery,6366.91,75,80,79.586375,1.066667
2017-08,tablets_printing_image,450.89,6,6,75.148333,1.0
2017-08,telephony,10553.31,127,132,79.949318,1.03937
2017-08,toys,17675.37,168,182,97.117418,1.083333
2017-08,unknown,4968.45,64,75,66.246,1.171875
2017-08,watches_gifts,36170.95,194,211,171.426303,1.087629
2017-09,agro_industry_and_commerce,1993.99,3,4,498.4975,1.333333
2017-09,air_conditioning,1629.15,7,7,232.735714,1.0
2017-09,art,388.54,3,3,129.513333,1.0
2017-09,audio,1042.59,10,10,104.259,1.0
2017-09,auto,14126.77,96,107,132.025888,1.114583
2017-09,baby,23232.45,161,170,136.661471,1.055901
2017-09,bed_bath_table,52105.61,456,528,98.684867,1.157895
2017-09,books_general_interest,932.24,14,14,66.588571,1.0
2017-09,books_imported,290.0,3,4,72.5,1.333333
2017-09,books_technical,1001.35,8,8,125.16875,1.0
2017-09,christmas_supplies,254.7,3,4,63.675,1.333333
2017-09,cine_photo,69.0,1,1,69.0,1.0
2017-09,computers,51228.89,39,40,1280.72225,1.025641
2017-09,computers_accessories,28040.65,211,247,113.524899,1.170616
2017-09,consoles_games,8150.57,58,63,129.374127,1.086207
2017-09,construction_tools_construction,1240.3,7,10,124.03,1.428571
2017-09,construction_tools_lights,229.0,1,1,229.0,1.0
2017-09,construction_tools_safety,1124.54,4,5,224.908,1.25
2017-09,cool_stuff,37547.47,196,203,184.962906,1.035714
2017-09,costruction_tools_garden,251.6,4,5,50.32,1.25
2017-09,costruction_tools_tools,916.89,3,3,305.63,1.0
2017-09,drinks,244.98,5,6,40.83,1.2
2017-09,dvds_blu_ray,39.8,2,2,19.9,1.0
2017-09,electronics,4338.96,65,67,64.760597,1.030769
2017-09,fashio_female_clothing,355.7,3,4,88.925,1.333333
2017-09,fashion_bags_accessories,11778.24,101,122,96.542951,1.207921
2017-09,fashion_childrens_clothes,89.99,1,1,89.99,1.0
2017-09,fashion_male_clothing,1177.5,10,16,73.59375,1.6
2017-09,fashion_shoes,1099.7,12,13,84.592308,1.083333
2017-09,fashion_sport,384.6,2,5,76.92,2.5
2017-09,fashion_underwear_beach,1619.9,14,16,101.24375,1.142857
2017-09,fixed_telephony,13692.91,6,13,1053.300769,2.166667
2017-09,food,992.92,13,17,58.407059,1.307692
2017-09,food_drink,310.86,6,9,34.54,1.5
2017-09,furniture_bedroom,709.6,3,4,177.4,1.333333
2017-09,furniture_decor,30554.92,270,343,89.081399,1.27037
2017-09,furniture_living_room,1275.87,11,11,115.988182,1.0
2017-09,furniture_mattress_and_upholstery,86.5,1,1,86.5,1.0
2017-09,garden_tools,22028.43,176,222,99.227162,1.261364
2017-09,health_beauty,50649.16,356,376,134.705213,1.05618
2017-09,home_appliances,1820.19,10,10,182.019,1.0
2017-09,home_appliances_2,1627.8,6,6,271.3,1.0
2017-09,home_comfort_2,12.9,1,1,12.9,1.0
2017-09,home_confort,4592.34,26,33,139.161818,1.269231
2017-09,home_construction,1357.81,9,11,123.437273,1.222222
2017-09,housewares,19941.56,217,249,80.086586,1.147465
2017-09,industry_commerce_and_business,219.98,2,2,109.99,1.0
2017-09,kitchen_dining_laundry_garden_furniture,409.6,4,4,102.4,1.0
2017-09,luggage_accessories,3885.38,41,42,92.509048,1.02439
2017-09,market_place,1147.21,11,11,104.291818,1.0
2017-09,musical_instruments,8507.4,22,26,327.207692,1.181818
2017-09,office_furniture,9118.67,36,60,151.977833,1.666667
2017-09,party_supplies,269.8,1,2,134.9,2.0
2017-09,perfumery,14051.3,135,153,91.838562,1.133333
2017-09,pet_shop,8534.92,62,71,120.210141,1.145161
2017-09,security_and_services,100.0,1,1,100.0,1.0
2017-09,signaling_and_security,438.4,5,9,48.711111,1.8
2017-09,small_appliances,10030.74,29,30,334.358,1.034483
2017-09,small_appliances_home_oven_and_coffee,640.99,1,1,640.99,1.0
2017-09,sports_leisure,48972.11,408,453,108.106203,1.110294
2017-09,stationery,5851.52,69,75,78.020267,1.086957
2017-09,tablets_printing_image,233.9,3,3,77.966667,1.0
2017-09,telephony,18278.37,160,173,105.655318,1.08125
2017-09,toys,29606.83,265,289,102.445779,1.090566
2017-09,unknown,5774.15,61,73,79.097945,1.196721
2017-09,watches_gifts,44748.96,251,264,169.503636,1.051793
2017-10,agro_industry_and_commerce,3350.28,5,5,670.056,1.0
2017-10,air_conditioning,2562.42,9,12,213.535,1.333333
2017-10,art,349.05,3,3,116.35,1.0
2017-10,audio,2328.58,31,31,75.115484,1.0
2017-10,auto,21419.39,130,148,144.725608,1.138462
2017-10,baby,16497.5,134,138,119.547101,1.029851
2017-10,bed_bath_table,46007.7,442,542,84.885055,1.226244
2017-10,books_general_interest,734.5,8,11,66.772727,1.375
2017-10,books_technical,880.0,6,6,146.666667,1.0
2017-10,cds_dvds_musicals,45.0,1,1,45.0,1.0
2017-10,christmas_supplies,388.05,7,12,32.3375,1.714286
2017-10,cine_photo,69.0,1,1,69.0,1.0
2017-10,computers,40393.92,26,27,1496.071111,1.038462
2017-10,computers_accessories,42009.38,253,309,135.952686,1.221344
2017-10,consoles_games,10380.72,99,105,98.864,1.060606
2017-10,construction_tools_construction,2576.18,15,19,135.588421,1.266667
2017-10,construction_tools_lights,500.0,2,2,250.0,1.0
2017-10,construction_tools_safety,1668.85,9,12,139.070833,1.333333
2017-10,cool_stuff,44348.23,242,254,174.599331,1.049587
2017-10,costruction_tools_garden,746.9,8,9,82.988889,1.125
2017-10,costruction_tools_tools,1018.6,5,5,203.72,1.0
2017-10,drinks,596.98,10,12,49.748333,1.2
2017-10,dvds_blu_ray,174.6,4,4,43.65,1.0
2017-10,electronics,3376.35,55,62,54.457258,1.127273
2017-10,fashion_bags_accessories,7584.66,93,108,70.228333,1.16129
2017-10,fashion_childrens_clothes,39.99,1,1,39.99,1.0
2017-10,fashion_male_clothing,971.9,8,10,97.19,1.25
2017-10,fashion_shoes,1860.92,16,18,103.384444,1.125
2017-10,fashion_sport,59.9,1,1,59.9,1.0
2017-10,fashion_underwear_beach,187.8,3,3,62.6,1.0
2017-10,fixed_telephony,3751.88,6,7,535.982857,1.166667
2017-10,food,806.06,12,17,47.415294,1.416667
2017-10,food_drink,2297.23,15,17,135.131176,1.133333
2017-10,furniture_bedroom,943.9,3,3,314.633333,1.0
2017-10,furniture_decor,30009.74,266,375,80.025973,1.409774
2017-10,furniture_living_room,1532.79,13,19,80.673158,1.461538
2017-10,garden_tools,25798.75,213,280,92.138393,1.314554
2017-10,health_beauty,40698.99,322,350,116.282829,1.086957
2017-10,home_appliances,1837.68,7,7,262.525714,1.0
2017-10,home_appliances_2,2104.27,9,9,233.807778,1.0
2017-10,home_comfort_2,64.5,3,5,12.9,1.666667
2017-10,home_confort,3619.8,26,27,134.066667,1.038462
2017-10,home_construction,4201.17,15,18,233.398333,1.2
2017-10,housewares,15883.68,188,229,69.361048,1.218085
2017-10,industry_commerce_and_business,2256.69,5,5,451.338,1.0
2017-10,kitchen_dining_laundry_garden_furniture,3428.6,14,16,214.2875,1.142857
2017-10,la_cuisine,137.0,1,1,137.0,1.0
2017-10,luggage_accessories,6240.34,52,56,111.434643,1.076923
2017-10,market_place,1019.54,10,11,92.685455,1.1
2017-10,music,54.9,1,1,54.9,1.0
2017-10,musical_instruments,6329.26,19,19,333.118947,1.0
2017-10,office_furniture,17890.83,69,102,175.400294,1.478261
2017-10,party_supplies,137.8,2,2,68.9,1.0
2017-10,perfumery,16877.82,175,187,90.255722,1.068571
2017-10,pet_shop,8243.58,64,76,108.468158,1.1875
2017-10,signaling_and_security,744.0,7,10,74.4,1.428571
2017-10,small_appliances,6464.85,30,32,202.026562,1.066667
2017-10,sports_leisure,48568.98,417,462,105.127662,1.107914
2017-10,stationery,7697.17,89,96,80.178854,1.078652
2017-10,tablets_printing_image,99.0,1,1,99.0,1.0
2017-10,telephony,20859.18,220,244,85.488443,1.109091
2017-10,toys,33324.42,272,283,117.754134,1.040441
2017-10,unknown,16321.27,58,68,240.018676,1.172414
2017-10,watches_gifts,64874.63,282,308,210.631916,1.092199
2017-11,agro_industry_and_commerce,13932.49,13,19,733.288947,1.461538
2017-11,air_conditioning,4076.62,16,19,214.558947,1.1875
2017-11,art,75.0,1,1,75.0,1.0
2017-11,audio,3677.23,33,36,102.145278,1.090909
2017-11,auto,34736.49,242,260,133.601885,1.07438
2017-11,baby,21048.19,184,197,106.843604,1.070652
2017-11,bed_bath_table,87957.63,804,961,91.52719,1.195274
2017-11,books_general_interest,2630.97,37,37,71.107297,1.0
2017-11,books_imported,247.0,2,3,82.333333,1.5
2017-11,books_technical,768.9,5,6,128.15,1.2
2017-11,cds_dvds_musicals,195.0,3,3,65.0,1.0
2017-11,christmas_supplies,1312.6,18,22,59.663636,1.222222
2017-11,cine_photo,242.0,1,1,242.0,1.0
2017-11,computers,9768.0,7,7,1395.428571,1.0
2017-11,computers_accessories,69676.32,431,512,136.086562,1.187935
2017-11,consoles_games,11772.28,123,128,91.970938,1.04065
2017-11,construction_tools_construction,6993.56,36,47,148.799149,1.305556
2017-11,construction_tools_lights,2199.48,9,10,219.948,1.111111
2017-11,construction_tools_safety,3280.69,12,14,234.335,1.166667
2017-11,cool_stuff,55696.66,286,297,187.530842,1.038462
2017-11,costruction_tools_garden,1218.5,14,17,71.676471,1.214286
2017-11,costruction_tools_tools,269.5,4,5,53.9,1.25
2017-11,drinks,674.12,14,18,37.451111,1.285714
2017-11,dvds_blu_ray,79.79,3,3,26.596667,1.0
2017-11,electronics,9992.99,163,182,54.906538,1.116564
2017-11,fashio_female_clothing,59.98,2,2,29.99,1.0
2017-11,fashion_bags_accessories,12849.33,178,193,66.576839,1.08427
2017-11,fashion_male_clothing,880.99,10,11,80.09,1.1
2017-11,fashion_shoes,1707.8,17,19,89.884211,1.117647
2017-11,fashion_sport,59.9,1,1,59.9,1.0
2017-11,fashion_underwear_beach,1221.6,10,10,122.16,1.0
2017-11,fixed_telephony,943.98,5,5,188.796,1.0
2017-11,flowers,187.8,6,6,31.3,1.0
2017-11,food,498.09,10,14,35.577857,1.4
2017-11,food_drink,2445.57,28,33,74.108182,1.178571
2017-11,furniture_bedroom,873.0,3,3,291.0,1.0
2017-11,furniture_decor,62091.27,536,767,80.953416,1.43097
2017-11,furniture_living_room,6212.95,29,39,159.30641,1.344828
2017-11,furniture_mattress_and_upholstery,334.0,2,2,167.0,1.0
2017-11,garden_tools,44275.18,430,547,80.941828,1.272093
2017-11,health_beauty,78274.4,519,573,136.604538,1.104046
2017-11,home_appliances,4515.94,25,25,180.6376,1.0
2017-11,home_appliances_2,4854.93,13,13,373.456154,1.0
2017-11,home_comfort_2,38.7,3,3,12.9,1.0
2017-11,home_confort,5355.39,40,45,119.008667,1.125
2017-11,home_construction,4936.72,33,38,129.913684,1.151515
2017-11,housewares,33872.42,345,412,82.214612,1.194203
2017-11,industry_commerce_and_business,1994.87,6,6,332.478333,1.0
2017-11,kitchen_dining_laundry_garden_furniture,5007.39,28,33,151.739091,1.178571
2017-11,la_cuisine,137.0,1,1,137.0,1.0
2017-11,luggage_accessories,8301.15,63,70,118.587857,1.111111
2017-11,market_place,1355.98,11,16,84.74875,1.454545
2017-11,musical_instruments,15776.89,41,42,375.640238,1.02439
2017-11,office_furniture,17919.2,75,101,177.417822,1.346667
2017-11,party_supplies,850.7,3,3,283.566667,1.0
2017-11,perfumery,31612.13,287,304,103.98727,1.059233
2017-11,pet_shop,11167.79,82,97,115.131856,1.182927
2017-11,signaling_and_security,596.79,3,5,119.358,1.666667
2017-11,small_appliances,6782.92,27,28,242.247143,1.037037
2017-11,sports_leisure,62686.24,542,597,105.002077,1.101476
2017-11,stationery,16406.19,149,163,100.651472,1.09396
2017-11,tablets_printing_image,350.4,6,6,58.4,1.0
2017-11,telephony,26117.63,343,371,70.397925,1.081633
2017-11,toys,62611.26,443,485,129.095381,1.094808
2017-11,unknown,13786.55,111,118,116.835169,1.063063
2017-11,watches_gifts,95292.34,424,463,205.814989,1.091981
2017-12,agro_industry_and_commerce,5291.7,9,11,481.063636,1.222222
2017-12,air_conditioning,668.8,3,3,222.933333,1.0
2017-12,art,115.25,3,3,38.416667,1.0
2017-12,audio,2686.93,17,17,158.054706,1.0
2017-12,auto,39019.96,238,263,148.364867,1.105042
2017-12,baby,19658.48,135,139,141.427914,1.02963
2017-12,bed_bath_table,50081.16,476,546,91.723736,1.147059
2017-12,books_general_interest,2352.2,37,41,57.370732,1.108108
2017-12,books_imported,231.0,3,3,77.0,1.0
2017-12,books_technical,670.69,4,4,167.6725,1.0
2017-12,cds_dvds_musicals,65.0,1,1,65.0,1.0
2017-12,christmas_supplies,493.9,14,16,30.86875,1.142857
2017-12,computers,16741.0,19,23,727.869565,1.210526
2017-12,computers_accessories,37428.67,249,284,131.791092,1.140562
2017-12,consoles_games,8885.01,87,92,96.576196,1.057471
2017-12,construction_tools_construction,5830.35,22,27,215.938889,1.227273
2017-12,construction_tools_lights,176.0,2,2,88.0,1.0
2017-12,construction_tools_safety,1384.92,7,7,197.845714,1.0
2017-12,cool_stuff,37515.57,231,248,151.27246,1.073593
2017-12,costruction_tools_garden,928.9,6,6,154.816667,1.0
2017-12,costruction_tools_tools,349.4,6,6,58.233333,1.0
2017-12,diapers_and_hygiene,76.0,1,2,38.0,2.0
2017-12,drinks,2132.84,31,34,62.730588,1.096774
2017-12,dvds_blu_ray,119.9,1,1,119.9,1.0
2017-12,electronics,8518.61,189,209,40.7589,1.10582
2017-12,fashion_bags_accessories,9999.76,123,134,74.625075,1.089431
2017-12,fashion_male_clothing,450.89,4,4,112.7225,1.0
2017-12,fashion_shoes,1099.0,12,13,84.538462,1.083333
2017-12,fashion_sport,59.9,1,1,59.9,1.0
2017-12,fashion_underwear_beach,1173.1,13,13,90.238462,1.0
2017-12,fixed_telephony,998.77,5,5,199.754,1.0
2017-12,flowers,82.7,2,2,41.35,1.0
2017-12,food,939.34,11,13,72.256923,1.181818
2017-12,food_drink,1033.68,18,21,49.222857,1.166667
2017-12,furniture_bedroom,185.0,1,1,185.0,1.0
2017-12,furniture_decor,31073.09,304,378,82.203942,1.243421
2017-12,furniture_living_room,2316.01,16,20,115.8005,1.25
2017-12,furniture_mattress_and_upholstery,803.7,8,8,100.4625,1.0
2017-12,garden_tools,26795.69,243,323,82.958793,1.329218
2017-12,health_beauty,60688.75,426,460,131.932065,1.079812
2017-12,home_appliances,1331.0,16,16,83.1875,1.0
2017-12,home_appliances_2,1990.16,8,8,248.77,1.0
2017-12,home_confort,2257.8,14,14,161.271429,1.0
2017-12,home_construction,6525.3,29,38,171.718421,1.310345
2017-12,housewares,25285.96,243,288,87.798472,1.185185
2017-12,industry_commerce_and_business,1828.5,9,9,203.166667,1.0
2017-12,kitchen_dining_laundry_garden_furniture,4277.3,16,20,213.865,1.25
2017-12,luggage_accessories,5969.21,44,46,129.765435,1.045455
2017-12,market_place,703.25,13,14,50.232143,1.076923
2017-12,musical_instruments,10823.5,41,42,257.702381,1.02439
2017-12,office_furniture,6684.37,38,48,139.257708,1.263158
2017-12,party_supplies,515.2,2,2,257.6,1.0
2017-12,perfumery,26448.94,225,233,113.514764,1.035556
2017-12,pet_shop,7126.74,69,72,98.9825,1.043478
2017-12,signaling_and_security,770.0,2,2,385.0,1.0
2017-12,small_appliances,7539.77,26,27,279.250741,1.038462
2017-12,sports_leisure,58722.48,431,484,121.327438,1.12297
2017-12,stationery,24793.1,229,248,99.972177,1.082969
2017-12,tablets_printing_image,419.4,6,6,69.9,1.0
2017-12,telephony,12780.44,237,260,49.155538,1.097046
2017-12,toys,55064.56,413,436,126.294862,1.05569
2017-12,unknown,15497.67,132,137,113.121679,1.037879
2017-12,watches_gifts,69556.92,333,353,197.045099,1.06006
2018-01,agro_industry_and_commerce,5853.44,15,18,325.191111,1.2
2018-01,air_conditioning,4674.74,22,29,161.197931,1.318182
2018-01,art,2540.77,19,19,133.724737,1.0
2018-01,audio,3820.28,25,26,146.933846,1.04
2018-01,auto,35855.02,243,267,134.288464,1.098765
2018-01,baby,29833.88,209,219,136.227763,1.047847
2018-01,bed_bath_table,75408.13,689,836,90.201112,1.213353
2018-01,books_general_interest,2160.2,40,44,49.095455,1.1
2018-01,books_imported,583.0,6,6,97.166667,1.0
2018-01,books_technical,1176.55,16,17,69.208824,1.0625
2018-01,christmas_supplies,851.5,9,10,85.15,1.111111
2018-01,cine_photo,199.98,2,2,99.99,1.0
2018-01,computers,6851.0,11,11,622.818182,1.0
2018-01,computers_accessories,80503.87,574,688,117.011439,1.198606
2018-01,consoles_games,7313.28,50,51,143.397647,1.02
2018-01,construction_tools_construction,9664.18,40,48,201.337083,1.2
2018-01,construction_tools_lights,2392.99,6,7,341.855714,1.166667
2018-01,construction_tools_safety,2228.89,9,11,202.626364,1.222222
2018-01,cool_stuff,38942.41,285,296,131.562196,1.038596
2018-01,costruction_tools_garden,3927.98,21,24,163.665833,1.142857
2018-01,costruction_tools_tools,532.3,8,8,66.5375,1.0
2018-01,diapers_and_hygiene,125.0,1,5,25.0,5.0
2018-01,drinks,2227.61,39,50,44.5522,1.282051
2018-01,dvds_blu_ray,49.8,2,2,24.9,1.0
2018-01,electronics,15884.28,319,348,45.644483,1.090909
2018-01,fashio_female_clothing,161.79,3,3,53.93,1.0
2018-01,fashion_bags_accessories,7931.72,116,125,63.45376,1.077586
2018-01,fashion_male_clothing,550.6,5,6,91.766667,1.2
2018-01,fashion_shoes,666.7,7,9,74.077778,1.285714
2018-01,fashion_sport,119.8,2,2,59.9,1.0
2018-01,fashion_underwear_beach,754.5,8,8,94.3125,1.0
2018-01,fixed_telephony,2444.1,10,10,244.41,1.0
2018-01,flowers,284.6,7,10,28.46,1.428571
2018-01,food,829.56,18,19,43.661053,1.055556
2018-01,food_drink,341.17,10,11,31.015455,1.1
2018-01,furniture_bedroom,914.8,5,5,182.96,1.0
2018-01,furniture_decor,53798.81,467,595,90.418168,1.27409
2018-01,furniture_living_room,2308.1,22,22,104.913636,1.0
2018-01,furniture_mattress_and_upholstery,860.5,9,9,95.611111,1.0
2018-01,garden_tools,26793.06,202,236,113.529915,1.168317
2018-01,health_beauty,71405.6,563,619,115.356381,1.099467
2018-01,home_appliances,1725.15,26,27,63.894444,1.038462
2018-01,home_appliances_2,8630.1,12,13,663.853846,1.083333
2018-01,home_confort,3020.16,18,18,167.786667,1.0
2018-01,home_construction,5747.78,27,40,143.6945,1.481481
2018-01,housewares,37446.74,317,351,106.685869,1.107256
2018-01,industry_commerce_and_business,2681.1,15,18,148.95,1.2
2018-01,kitchen_dining_laundry_garden_furniture,4838.5,20,21,230.404762,1.05
2018-01,la_cuisine,112.0,1,1,112.0,1.0
2018-01,luggage_accessories,18546.32,121,126,147.193016,1.041322
2018-01,market_place,818.72,12,14,58.48,1.166667
2018-01,music,24.97,1,1,24.97,1.0
2018-01,musical_instruments,15178.58,49,51,297.619216,1.040816
2018-01,office_furniture,19485.42,104,142,137.221268,1.365385
2018-01,party_supplies,135.8,2,2,67.9,1.0
2018-01,perfumery,19555.37,207,223,87.692242,1.077295
2018-01,pet_shop,10796.06,76,89,121.304045,1.171053
2018-01,signaling_and_security,1048.79,7,8,131.09875,1.142857
2018-01,small_appliances,14261.81,50,53,269.090755,1.06
2018-01,small_appliances_home_oven_and_coffee,369.99,1,1,369.99,1.0
2018-01,sports_leisure,86172.83,575,642,134.225592,1.116522
2018-01,stationery,39522.72,368,385,102.656416,1.046196
2018-01,tablets_printing_image,161.8,3,3,53.933333,1.0
2018-01,telephony,14700.08,343,368,39.94587,1.072886
2018-01,toys,21382.85,154,161,132.812733,1.045455
2018-01,unknown,20993.63,171,193,108.775285,1.128655
2018-01,watches_gifts,73521.24,322,355,207.102085,1.102484
2018-02,agro_industry_and_commerce,7385.3,20,26,284.05,1.3
2018-02,air_conditioning,2626.89,11,12,218.9075,1.090909
2018-02,art,1216.71,11,12,101.3925,1.090909
2018-02,audio,2828.49,15,15,188.566,1.0
2018-02,auto,41048.51,299,315,130.31273,1.053512
2018-02,baby,25857.28,165,172,150.333023,1.042424
2018-02,bed_bath_table,60366.29,588,685,88.125971,1.164966
2018-02,books_general_interest,1886.65,28,28,67.380357,1.0
2018-02,books_imported,325.0,3,3,108.333333,1.0
2018-02,books_technical,1411.21,23,26,54.277308,1.130435
2018-02,christmas_supplies,2059.65,17,24,85.81875,1.411765
2018-02,cine_photo,227.99,2,2,113.995,1.0
2018-02,computers_accessories,100131.99,791,971,103.122544,1.22756
2018-02,consoles_games,11763.83,50,51,230.663333,1.02
2018-02,construction_tools_construction,8991.07,53,68,132.221618,1.283019
2018-02,construction_tools_lights,1610.8,9,17,94.752941,1.888889
2018-02,construction_tools_safety,5965.75,7,8,745.71875,1.142857
2018-02,cool_stuff,29772.25,176,180,165.401389,1.022727
2018-02,costruction_tools_garden,1538.25,14,20,76.9125,1.428571
2018-02,costruction_tools_tools,1318.2,11,12,109.85,1.090909
2018-02,diapers_and_hygiene,100.0,1,4,25.0,4.0
2018-02,drinks,1919.95,26,31,61.933871,1.192308
2018-02,dvds_blu_ray,24.9,1,1,24.9,1.0
2018-02,electronics,14764.7,300,331,44.606344,1.103333
2018-02,fashio_female_clothing,29.99,1,1,29.99,1.0
2018-02,fashion_bags_accessories,9786.63,102,107,91.463832,1.04902
2018-02,fashion_male_clothing,388.09,3,3,129.363333,1.0
2018-02,fashion_shoes,1033.7,10,11,93.972727,1.1
2018-02,fashion_underwear_beach,399.3,7,7,57.042857,1.0
2018-02,fixed_telephony,4738.68,9,11,430.789091,1.222222
2018-02,flowers,134.48,4,4,33.62,1.0
2018-02,food,1783.52,30,38,46.934737,1.266667
2018-02,food_drink,1018.3,20,23,44.273913,1.15
2018-02,furniture_bedroom,895.8,6,7,127.971429,1.166667
2018-02,furniture_decor,38002.36,336,422,90.052986,1.255952
2018-02,furniture_living_room,4402.78,19,26,169.337692,1.368421
2018-02,furniture_mattress_and_upholstery,344.7,5,5,68.94,1.0
2018-02,garden_tools,26489.13,229,293,90.406587,1.279476
2018-02,health_beauty,84576.55,595,650,130.117769,1.092437
2018-02,home_appliances,5542.45,47,48,115.467708,1.021277
2018-02,home_appliances_2,8998.83,21,21,428.515714,1.0
2018-02,home_comfort_2,38.7,2,3,12.9,1.5
2018-02,home_confort,3012.76,20,21,143.464762,1.05
2018-02,home_construction,5225.9,31,38,137.523684,1.225806
2018-02,housewares,34877.47,334,391,89.200691,1.170659
2018-02,industry_commerce_and_business,4735.59,29,37,127.988919,1.275862
2018-02,kitchen_dining_laundry_garden_furniture,4621.16,16,19,243.218947,1.1875
2018-02,luggage_accessories,6423.55,43,45,142.745556,1.046512
2018-02,market_place,1920.92,20,28,68.604286,1.4
2018-02,music,244.97,2,2,122.485,1.0
2018-02,musical_instruments,9015.73,39,44,204.902955,1.128205
2018-02,office_furniture,17287.89,70,107,161.569065,1.528571
2018-02,perfumery,20372.0,194,211,96.549763,1.087629
2018-02,pet_shop,9218.24,86,99,93.113535,1.151163
2018-02,signaling_and_security,715.79,10,15,47.719333,1.5
2018-02,small_appliances,5245.16,30,32,163.91125,1.066667
2018-02,small_appliances_home_oven_and_coffee,3024.9,5,5,604.98,1.0
2018-02,sports_leisure,74540.95,571,637,117.01876,1.115587
2018-02,stationery,10090.53,131,145,69.589862,1.10687
2018-02,tablets_printing_image,694.97,12,13,53.459231,1.083333
2018-02,telephony,13672.38,328,354,38.622542,1.079268
2018-02,toys,14203.35,130,139,102.182374,1.069231
2018-02,unknown,12821.96,108,118,108.660678,1.092593
2018-02,watches_gifts,60725.31,304,324,187.423796,1.065789
2018-03,agro_industry_and_commerce,5161.0,24,26,198.5,1.083333
2018-03,air_conditioning,2507.68,23,24,104.486667,1.043478
2018-03,art,461.5,7,7,65.928571,1.0
2018-03,audio,10606.69,33,34,311.961471,1.030303
2018-03,auto,44081.96,317,336,131.19631,1.059937
2018-03,baby,40818.75,208,215,189.854651,1.033654
2018-03,bed_bath_table,67786.35,652,777,87.24112,1.191718
2018-03,books_general_interest,1691.94,33,38,44.524737,1.151515
2018-03,books_imported,259.0,2,3,86.333333,1.5
2018-03,books_technical,913.47,17,17,53.733529,1.0
2018-03,christmas_supplies,854.95,12,12,71.245833,1.0
2018-03,cine_photo,711.79,6,7,101.684286,1.166667
2018-03,computers_accessories,84708.39,630,750,112.94452,1.190476
2018-03,consoles_games,11826.22,53,57,207.477544,1.075472
2018-03,construction_tools_construction,9446.58,48,66,143.13,1.375
2018-03,construction_tools_lights,2536.7,12,13,195.130769,1.083333
2018-03,construction_tools_safety,5374.87,13,22,244.312273,1.692308
2018-03,cool_stuff,37791.24,239,253,149.37249,1.058577
2018-03,costruction_tools_garden,2087.23,19,22,94.874091,1.157895
2018-03,costruction_tools_tools,931.3,8,9,103.477778,1.125
2018-03,diapers_and_hygiene,125.0,1,5,25.0,5.0
2018-03,drinks,962.7,20,21,45.842857,1.05
2018-03,dvds_blu_ray,49.8,2,2,24.9,1.0
2018-03,electronics,12394.51,237,254,48.797283,1.07173
2018-03,fashio_female_clothing,119.96,1,4,29.99,4.0
2018-03,fashion_bags_accessories,10096.51,129,137,73.697153,1.062016
2018-03,fashion_childrens_clothes,79.98,2,2,39.99,1.0
2018-03,fashion_shoes,1053.1,11,11,95.736364,1.0
2018-03,fashion_sport,89.9,1,1,89.9,1.0
2018-03,fashion_underwear_beach,289.4,5,5,57.88,1.0
2018-03,fixed_telephony,1930.59,12,14,137.899286,1.166667
2018-03,flowers,89.67,3,3,29.89,1.0
2018-03,food,1559.9,33,35,44.568571,1.060606
2018-03,food_drink,2350.77,17,19,123.724737,1.117647
2018-03,furniture_bedroom,1071.8,6,6,178.633333,1.0
2018-03,furniture_decor,51319.97,430,583,88.027393,1.355814
2018-03,furniture_living_room,3521.87,19,19,185.361579,1.0
2018-03,furniture_mattress_and_upholstery,440.0,4,4,110.0,1.0
2018-03,garden_tools,26773.88,199,253,105.825613,1.271357
2018-03,health_beauty,84488.57,605,656,128.793552,1.084298
2018-03,home_appliances,9876.59,70,70,141.094143,1.0
2018-03,home_appliances_2,5648.2,12,12,470.683333,1.0
2018-03,home_comfort_2,34.99,1,1,34.99,1.0
2018-03,home_confort,2522.38,21,21,120.113333,1.0
2018-03,home_construction,5250.51,33,43,122.104884,1.30303
2018-03,housewares,35052.12,322,390,89.877231,1.21118
2018-03,industry_commerce_and_business,2922.45,26,29,100.774138,1.115385
2018-03,kitchen_dining_laundry_garden_furniture,2842.66,12,12,236.888333,1.0
2018-03,la_cuisine,389.0,1,1,389.0,1.0
2018-03,luggage_accessories,5851.77,51,56,104.495893,1.098039
2018-03,market_place,1548.74,16,17,91.102353,1.0625
2018-03,music,323.97,2,2,161.985,1.0
2018-03,musical_instruments,8931.4,49,53,168.516981,1.081633
2018-03,office_furniture,30861.64,149,200,154.3082,1.342282
2018-03,party_supplies,913.9,5,6,152.316667,1.2
2018-03,perfumery,20081.88,182,198,101.423636,1.087912
2018-03,pet_shop,13400.21,108,122,109.837787,1.12963
2018-03,signaling_and_security,921.9,7,9,102.433333,1.285714
2018-03,small_appliances,13952.18,34,35,398.633714,1.029412
2018-03,small_appliances_home_oven_and_coffee,7890.9,7,7,1127.271429,1.0
2018-03,sports_leisure,81656.96,645,732,111.553224,1.134884
