"purchase_month","category_name","monthly_sales_amount","sales_mom_growth","monthly_order_count","order_mom_growth","monthly_item_count","item_mom_growth"
"2017-06",telephony,6561.73,-0.2580912872453612,148,-0.24489795918367346,157,-0.26635514018691586
"2017-06",toys,15337.55,-0.30847300968247354,150,-0.21875,156,-0.20408163265306123
"2017-06",unknown,5032.39,-0.540350902831756,51,-0.3855421686746988,59,-0.358695652173913
"2017-06",watches_gifts,27337.63,-0.253467553335001,113,-0.058333333333333334,119,-0.07751937984496124
"2017-07",agro_industry_and_commerce,1180.0,-0.1510791366906475,1,0.0,1,0.0
"2017-07",air_conditioning,1396.1,-0.33024063555419103,5,-0.4444444444444444,5,-0.5454545454545454
"2017-07",art,386.75,0.9308537194208686,3,-0.25,3,-0.25
"2017-07",arts_and_craftmanship,129.9,,1,,1,
"2017-07",audio,673.69,-0.5968342309994015,6,-0.45454545454545453,6,-0.45454545454545453
"2017-07",auto,13886.85,-0.5266230133853927,103,0.019801980198019802,114,0.03636363636363636
"2017-07",baby,15461.41,0.9659149571378075,121,0.6805555555555556,125,0.6025641025641025
"2017-07",bed_bath_table,62786.96,0.8574248673869329,503,0.5524691358024691,569,0.5420054200542005
"2017-07",books_general_interest,1292.4,-0.3276384105546827,12,-0.3684210526315789,13,-0.35
"2017-07",books_technical,528.0,2.618917066483893,2,0.0,2,0.0
"2017-07",cds_dvds_musicals,225.0,,4,,5,
"2017-07",christmas_supplies,65.09,-0.647590687601516,2,0.0,2,-0.3333333333333333
"2017-07",computers_accessories,38176.22,0.05477527857058008,268,0.2641509433962264,320,0.25984251968503935
"2017-07",consoles_games,5411.24,0.01925210443338991,45,0.7307692307692307,47,0.6206896551724138
"2017-07",construction_tools_construction,549.44,0.45984005101363035,5,0.25,6,-0.25
"2017-07",construction_tools_lights,360.0,,1,,1,
"2017-07",cool_stuff,36653.46,-0.03820952248002542,220,0.1282051282051282,228,0.1457286432160804
"2017-07",costruction_tools_garden,347.58,-0.20039568428075183,7,1.3333333333333333,8,1.0
"2017-07",drinks,273.97,4.480496099219844,2,1.0,3,2.0
"2017-07",dvds_blu_ray,732.8,4.78419764780172,3,-0.25,3,-0.25
"2017-07",electronics,7266.04,2.527135395429215,84,1.1538461538461537,94,1.2926829268292683
"2017-07",fashio_female_clothing,310.7,1.0071059431524545,4,0.3333333333333333,4,0.3333333333333333
"2017-07",fashion_bags_accessories,5063.21,-0.24678487324702142,80,0.06666666666666667,86,0.06172839506172839
"2017-07",fashion_male_clothing,719.99,0.3851555435849094,8,0.14285714285714285,9,0.0
"2017-07",fashion_shoes,1283.02,0.002845128108927662,18,0.125,19,0.0
"2017-07",fashion_sport,69.9,-0.8514346439957492,1,-0.8,1,-0.8
"2017-07",fashion_underwear_beach,274.8,69.46153846153847,3,2.0,3,2.0
"2017-07",fixed_telephony,218.73,-0.7657309327706792,8,-0.3333333333333333,9,-0.25
"2017-07",food,584.16,2.896997998665777,7,6.0,7,6.0
"2017-07",food_drink,168.2,1.930313588850174,7,2.5,8,3.0
"2017-07",furniture_bedroom,1077.99,2.488753681348911,4,1.0,4,1.0
"2017-07",furniture_decor,24028.12,0.44623212908887455,249,0.4067796610169492,314,0.3652173913043478
"2017-07",furniture_living_room,3826.12,1.2331874160975893,26,1.1666666666666667,30,1.0
"2017-07",furniture_mattress_and_upholstery,109.4,,1,,1,
"2017-07",garden_tools,18951.3,0.22685243628411558,153,0.5612244897959183,184,0.6727272727272727
"2017-07",health_beauty,34239.45,0.08089956027769196,270,0.15879828326180256,308,0.2125984251968504
"2017-07",home_appliances,3671.99,0.4645838568277632,37,-0.11904761904761904,37,-0.13953488372093023
"2017-07",home_appliances_2,1033.99,-0.1481872029129972,7,0.16666666666666666,7,0.16666666666666666
"2017-07",home_comfort_2,12.9,0.0,1,0.0,1,0.0
"2017-07",home_confort,4563.85,0.61942019728905,36,1.1176470588235294,43,1.5294117647058822
"2017-07",home_construction,93.6,-0.95301912362596,1,-0.75,2,-0.75
"2017-07",housewares,20251.53,-0.11866372532934465,220,-0.21428571428571427,271,-0.1557632398753894
"2017-07",industry_commerce_and_business,245.96,-0.11196158428710697,2,0.0,2,0.0
"2017-07",kitchen_dining_laundry_garden_furniture,1316.5,2.512540021344717,9,1.25,11,1.75
"2017-07",la_cuisine,469.99,,4,,4,
"2017-07",luggage_accessories,8311.71,0.020819951388999707,72,0.22033898305084745,73,0.21666666666666667
"2017-07",market_place,1573.38,0.2497557488383177,13,-0.13333333333333333,13,-0.1875
"2017-07",music,329.0,-0.6916299559471366,1,-0.75,1,-0.75
"2017-07",musical_instruments,7282.59,0.458545378075525,26,0.5294117647058824,30,0.5
"2017-07",office_furniture,16892.61,1.3206907968397321,97,1.1555555555555554,115,1.3
"2017-07",party_supplies,69.9,,1,,1,
"2017-07",perfumery,12734.25,-0.46839442739347226,115,-0.17857142857142858,121,-0.18243243243243243
"2017-07",pet_shop,6575.97,0.28347421817209495,70,0.16666666666666666,85,0.3492063492063492
"2017-07",signaling_and_security,475.91,2.5515671641791045,4,3.0,5,4.0
"2017-07",small_appliances,3587.23,-0.6301370992936247,30,0.30434782608695654,31,0.34782608695652173
"2017-07",sports_leisure,36618.83,0.141949977749663,327,0.3346938775510204,375,0.3940520446096654
"2017-07",stationery,6906.85,0.9770177783757017,72,0.9459459459459459,77,1.0263157894736843
"2017-07",tablets_printing_image,198.0,-0.6666666666666666,2,-0.6666666666666666,2,-0.6666666666666666
"2017-07",telephony,9052.87,0.37964683094244983,135,-0.08783783783783784,143,-0.08917197452229299
"2017-07",toys,23956.84,0.5619730661024741,197,0.31333333333333335,203,0.30128205128205127
"2017-07",unknown,2967.86,-0.41024841079487084,52,0.0196078431372549,58,-0.01694915254237288
"2017-07",watches_gifts,33702.42,0.23282157231625408,151,0.336283185840708,162,0.36134453781512604
"2017-08",agro_industry_and_commerce,88.0,-0.9254237288135593,1,0.0,4,3.0
"2017-08",air_conditioning,4271.73,2.0597593295609196,12,1.4,15,2.0
"2017-08",art,244.7,-0.3672915319974144,4,0.3333333333333333,4,0.3333333333333333
"2017-08",audio,1050.7,0.5596194095206993,7,0.16666666666666666,7,0.16666666666666666
"2017-08",auto,18922.61,0.36262795378361545,128,0.24271844660194175,161,0.41228070175438597
"2017-08",baby,19160.1,0.23922074377433875,120,-0.008264462809917356,127,0.016
"2017-08",bed_bath_table,56580.63,-0.09884743583699548,442,-0.12127236580516898,506,-0.11072056239015818
"2017-08",books_general_interest,2275.0,0.7602909316001237,27,1.25,27,1.0769230769230769
"2017-08",books_imported,61.0,,1,,1,
"2017-08",books_technical,1196.38,1.2658712121212123,9,3.5,9,3.5
"2017-08",cds_dvds_musicals,135.0,-0.4,2,-0.5,3,-0.4
"2017-08",christmas_supplies,58.9,-0.09509909356275932,1,-0.5,1,-0.5
"2017-08",computers,32400.0,,28,,28,
"2017-08",computers_accessories,33826.47,-0.113938729397515,290,0.08208955223880597,341,0.065625
"2017-08",consoles_games,8054.75,0.48852203931076804,79,0.7555555555555555,84,0.7872340425531915
"2017-08",construction_tools_construction,1180.0,1.1476412347117062,6,0.2,7,0.16666666666666666
"2017-08",construction_tools_lights,589.0,0.6361111111111111,2,1.0,2,1.0
"2017-08",construction_tools_safety,8.9,,1,,1,
"2017-08",cool_stuff,38264.51,0.04395355854535978,235,0.06818181818181818,256,0.12280701754385964
"2017-08",costruction_tools_garden,1286.19,2.7004142931123774,7,0.0,10,0.25
"2017-08",drinks,119.9,-0.5623608424280031,2,0.0,2,-0.3333333333333333
"2017-08",dvds_blu_ray,113.4,-0.8452510917030568,6,1.0,6,1.0
"2017-08",electronics,2854.15,-0.6071931891374118,52,-0.38095238095238093,56,-0.40425531914893614
"2017-08",fashio_female_clothing,188.7,-0.39266173157386547,4,0.0,4,0.0
"2017-08",fashion_bags_accessories,6438.89,0.2717011540109931,85,0.0625,95,0.10465116279069768
"2017-08",fashion_male_clothing,1175.06,0.6320504451450714,12,0.5,14,0.5555555555555556
"2017-08",fashion_shoes,1491.69,0.16263970943555056,18,0.0,22,0.15789473684210525
"2017-08",fashion_sport,265.8,2.8025751072961373,2,1.0,2,1.0
"2017-08",fashion_underwear_beach,1111.0,3.042940320232897,13,3.3333333333333335,13,3.3333333333333335
"2017-08",fixed_telephony,3343.54,14.286151876743016,14,0.75,20,1.2222222222222223
"2017-08",food,364.5,-0.3760271158586688,8,0.14285714285714285,8,0.14285714285714285
"2017-08",food_drink,494.81,1.9417954815695602,12,0.7142857142857143,15,0.875
"2017-08",furniture_bedroom,618.0,-0.4267108229204353,3,-0.25,3,-0.25
"2017-08",furniture_decor,33595.89,0.3981905367544361,323,0.2971887550200803,426,0.35668789808917195
"2017-08",furniture_living_room,2478.07,-0.3523282071654835,21,-0.19230769230769232,23,-0.23333333333333334
"2017-08",furniture_mattress_and_upholstery,509.39,3.656215722120658,2,1.0,2,1.0
"2017-08",garden_tools,22920.93,0.20946478605689325,194,0.2679738562091503,233,0.266304347826087
"2017-08",health_beauty,49030.23,0.4319806538948496,338,0.2518518518518518,352,0.14285714285714285
"2017-08",home_appliances,3921.35,0.0679086816685231,42,0.13513513513513514,42,0.13513513513513514
"2017-08",home_appliances_2,3686.55,2.5653633013858936,15,1.1428571428571428,15,1.1428571428571428
"2017-08",home_comfort_2,38.7,2.0000000000000004,2,1.0,3,2.0
"2017-08",home_confort,4000.19,-0.123505373752424,24,-0.3333333333333333,28,-0.3488372093023256
"2017-08",home_construction,124.8,0.33333333333333337,1,0.0,1,-0.5
"2017-08",housewares,23427.84,0.15684296445750032,245,0.11363636363636363,280,0.033210332103321034
"2017-08",industry_commerce_and_business,956.9,2.8904699951211574,3,0.5,3,0.5
"2017-08",kitchen_dining_laundry_garden_furniture,1006.2,-0.2357007216103304,7,-0.2222222222222222,7,-0.36363636363636365
"2017-08",la_cuisine,313.0,-0.33402838358262943,2,-0.5,2,-0.5
"2017-08",luggage_accessories,6533.1,-0.21398845724886925,57,-0.20833333333333334,62,-0.1506849315068493
"2017-08",market_place,1937.39,0.23135542589838434,22,0.6923076923076923,23,0.7692307692307693
"2017-08",musical_instruments,7089.55,-0.02650705312258413,23,-0.11538461538461539,23,-0.23333333333333334
"2017-08",office_furniture,9877.36,-0.41528514539789885,46,-0.5257731958762887,58,-0.4956521739130435
"2017-08",perfumery,13085.1,0.02755168148889808,117,0.017391304347826087,127,0.049586776859504134
"2017-08",pet_shop,10425.79,0.5854375856337545,75,0.07142857142857142,89,0.047058823529411764
"2017-08",signaling_and_security,377.8,-0.20615242377760504,4,0.0,4,-0.2
"2017-08",small_appliances,4297.01,0.1978629750531748,32,0.06666666666666667,36,0.16129032258064516
"2017-08",small_appliances_home_oven_and_coffee,21.9,,1,,1,
"2017-08",sports_leisure,40624.77,0.1093956306086239,375,0.14678899082568808,417,0.112
"2017-08",stationery,6366.91,-0.07817456582957506,75,0.041666666666666664,80,0.03896103896103896
"2017-08",tablets_printing_image,450.89,1.2772222222222223,6,2.0,6,2.0
"2017-08",telephony,10553.31,0.165741913890291,127,-0.05925925925925926,132,-0.07692307692307693
"2017-08",toys,17675.37,-0.2621994386571852,168,-0.14720812182741116,182,-0.10344827586206896
"2017-08",unknown,4968.45,0.6740850309650723,64,0.23076923076923078,75,0.29310344827586204
"2017-08",watches_gifts,36170.95,0.0732448886459785,194,0.2847682119205298,211,0.30246913580246915
"2017-09",agro_industry_and_commerce,1993.99,21.658977272727274,3,2.0,4,0.0
"2017-09",air_conditioning,1629.15,-0.6186205588836372,7,-0.4166666666666667,7,-0.5333333333333333
"2017-09",art,388.54,0.5878218226399675,3,-0.25,3,-0.25
"2017-09",audio,1042.59,-0.00771866374797766,10,0.42857142857142855,10,0.42857142857142855
"2017-09",auto,14126.77,-0.2534449528896912,96,-0.25,107,-0.33540372670807456
"2017-09",baby,23232.45,0.21254325394961418,161,0.3416666666666667,170,0.33858267716535434
"2017-09",bed_bath_table,52105.61,-0.0790910246139005,456,0.03167420814479638,528,0.043478260869565216
"2017-09",books_general_interest,932.24,-0.5902241758241759,14,-0.48148148148148145,14,-0.48148148148148145
"2017-09",books_imported,290.0,3.7540983606557377,3,2.0,4,3.0
"2017-09",books_technical,1001.35,-0.16301676724786446,8,-0.1111111111111111,8,-0.1111111111111111
"2017-09",christmas_supplies,254.7,3.32427843803056,3,2.0,4,3.0
"2017-09",cine_photo,69.0,,1,,1,
"2017-09",computers,51228.89,0.5811385802469136,39,0.39285714285714285,40,0.42857142857142855
"2017-09",computers_accessories,28040.65,-0.17104415565679776,211,-0.27241379310344827,247,-0.2756598240469208
"2017-09",consoles_games,8150.57,0.011896086160340135,58,-0.26582278481012656,63,-0.25
"2017-09",construction_tools_construction,1240.3,0.0511016949152542,7,0.16666666666666666,10,0.42857142857142855
"2017-09",construction_tools_lights,229.0,-0.6112054329371817,1,-0.5,1,-0.5
"2017-09",construction_tools_safety,1124.54,125.35280898876402,4,3.0,5,4.0
"2017-09",cool_stuff,37547.47,-0.018739035205207144,196,-0.16595744680851063,203,-0.20703125
"2017-09",costruction_tools_garden,251.6,-0.8043834892200997,4,-0.42857142857142855,5,-0.5
"2017-09",costruction_tools_tools,916.89,,3,,3,
"2017-09",drinks,244.98,1.043202668890742,5,1.5,6,2.0
"2017-09",dvds_blu_ray,39.8,-0.6490299823633158,2,-0.6666666666666666,2,-0.6666666666666666
"2017-09",electronics,4338.96,0.5202284392901564,65,0.25,67,0.19642857142857142
"2017-09",fashio_female_clothing,355.7,0.8850026497085322,3,-0.25,4,0.0
"2017-09",fashion_bags_accessories,11778.24,0.8292345419785085,101,0.18823529411764706,122,0.28421052631578947
"2017-09",fashion_childrens_clothes,89.99,,1,,1,
"2017-09",fashion_male_clothing,1177.5,0.002076489711163732,10,-0.16666666666666666,16,0.14285714285714285
"2017-09",fashion_shoes,1099.7,-0.2627824816148127,12,-0.3333333333333333,13,-0.4090909090909091
"2017-09",fashion_sport,384.6,0.4469525959367946,2,0.0,5,1.5
"2017-09",fashion_underwear_beach,1619.9,0.45805580558055814,14,0.07692307692307693,16,0.23076923076923078
"2017-09",fixed_telephony,13692.91,3.09533309007818,6,-0.5714285714285714,13,-0.35
"2017-09",food,992.92,1.724060356652949,13,0.625,17,1.125
"2017-09",food_drink,310.86,-0.3717588569349851,6,-0.5,9,-0.4
"2017-09",furniture_bedroom,709.6,0.14822006472491914,3,0.0,4,0.3333333333333333
"2017-09",furniture_decor,30554.92,-0.09051613158633395,270,-0.16408668730650156,343,-0.19483568075117372
"2017-09",furniture_living_room,1275.87,-0.48513560956712287,11,-0.47619047619047616,11,-0.5217391304347826
"2017-09",furniture_mattress_and_upholstery,86.5,-0.8301890496476177,1,-0.5,1,-0.5
"2017-09",garden_tools,22028.43,-0.03893821062234386,176,-0.09278350515463918,222,-0.04721030042918455
"2017-09",health_beauty,50649.16,0.03301901704315889,356,0.05325443786982249,376,0.06818181818181818
"2017-09",home_appliances,1820.19,-0.5358256722812297,10,-0.7619047619047619,10,-0.7619047619047619
"2017-09",home_appliances_2,1627.8,-0.5584489563412947,6,-0.6,6,-0.6
"2017-09",home_comfort_2,12.9,-0.6666666666666667,1,-0.5,1,-0.6666666666666666
"2017-09",home_confort,4592.34,0.14803046855274377,26,0.08333333333333333,33,0.17857142857142858
"2017-09",home_construction,1357.81,9.87988782051282,9,8.0,11,10.0
"2017-09",housewares,19941.56,-0.14880927989947,217,-0.11428571428571428,249,-0.11071428571428571
"2017-09",industry_commerce_and_business,219.98,-0.7701118194168669,2,-0.3333333333333333,2,-0.3333333333333333
"2017-09",kitchen_dining_laundry_garden_furniture,409.6,-0.5929238719936394,4,-0.42857142857142855,4,-0.42857142857142855
"2017-09",luggage_accessories,3885.38,-0.405277739511105,41,-0.2807017543859649,42,-0.3225806451612903
"2017-09",market_place,1147.21,-0.4078579945183985,11,-0.5,11,-0.5217391304347826
"2017-09",musical_instruments,8507.4,0.1999915368394326,22,-0.043478260869565216,26,0.13043478260869565
"2017-09",office_furniture,9118.67,-0.07681101022945407,36,-0.21739130434782608,60,0.034482758620689655
"2017-09",party_supplies,269.8,,1,,2,
"2017-09",perfumery,14051.3,0.07383971081611901,135,0.15384615384615385,153,0.2047244094488189
"2017-09",pet_shop,8534.92,-0.1813646735643055,62,-0.17333333333333334,71,-0.20224719101123595
"2017-09",security_and_services,100.0,,1,,1,
"2017-09",signaling_and_security,438.4,0.16040232927474846,5,0.25,9,1.25
"2017-09",small_appliances,10030.74,1.3343534224961076,29,-0.09375,30,-0.16666666666666666
"2017-09",small_appliances_home_oven_and_coffee,640.99,28.268949771689503,1,0.0,1,0.0
"2017-09",sports_leisure,48972.11,0.205474147915176,408,0.088,453,0.08633093525179857
"2017-09",stationery,5851.52,-0.08094821506821982,69,-0.08,75,-0.0625
"2017-09",tablets_printing_image,233.9,-0.48124819800838337,3,-0.5,3,-0.5
"2017-09",telephony,18278.37,0.7320035135895752,160,0.25984251968503935,173,0.3106060606060606
"2017-09",toys,29606.83,0.6750331110466148,265,0.5773809523809523,289,0.5879120879120879
"2017-09",unknown,5774.15,0.1621632501081826,61,-0.046875,73,-0.02666666666666667
"2017-09",watches_gifts,44748.96,0.23715191334482513,251,0.29381443298969073,264,0.25118483412322273
"2017-10",agro_industry_and_commerce,3350.28,0.6801889678483845,5,0.6666666666666666,5,0.25
"2017-10",air_conditioning,2562.42,0.572857011324924,9,0.2857142857142857,12,0.7142857142857143
"2017-10",art,349.05,-0.1016368971019715,3,0.0,3,0.0
"2017-10",audio,2328.58,1.233457063658773,31,2.1,31,2.1
"2017-10",auto,21419.39,0.5162269931484691,130,0.3541666666666667,148,0.38317757009345793
"2017-10",baby,16497.5,-0.2898940920996279,134,-0.16770186335403728,138,-0.18823529411764706
"2017-10",bed_bath_table,46007.7,-0.11702981694293577,442,-0.03070175438596491,542,0.026515151515151516
"2017-10",books_general_interest,734.5,-0.21211276066249035,8,-0.42857142857142855,11,-0.21428571428571427
"2017-10",books_technical,880.0,-0.12118639836221104,6,-0.25,6,-0.25
"2017-10",cds_dvds_musicals,45.0,,1,,1,
"2017-10",christmas_supplies,388.05,0.5235571260306244,7,1.3333333333333333,12,2.0
"2017-10",cine_photo,69.0,0.0,1,0.0,1,0.0
"2017-10",computers,40393.92,-0.21150116662687796,26,-0.3333333333333333,27,-0.325
"2017-10",computers_accessories,42009.38,0.4981599927248475,253,0.1990521327014218,309,0.25101214574898784
"2017-10",consoles_games,10380.72,0.2736189002732324,99,0.7068965517241379,105,0.6666666666666666
"2017-10",construction_tools_construction,2576.18,1.077062001128759,15,1.1428571428571428,19,0.9
"2017-10",construction_tools_lights,500.0,1.1834061135371179,2,1.0,2,1.0
"2017-10",construction_tools_safety,1668.85,0.48402902520141566,9,1.25,12,1.4
"2017-10",cool_stuff,44348.23,0.18112432075982754,242,0.23469387755102042,254,0.2512315270935961
"2017-10",costruction_tools_garden,746.9,1.9686009538950715,8,1.0,9,0.8
"2017-10",costruction_tools_tools,1018.6,0.11092933721602377,5,0.6666666666666666,5,0.6666666666666666
"2017-10",drinks,596.98,1.4368519879173811,10,1.0,12,1.0
"2017-10",dvds_blu_ray,174.6,3.386934673366835,4,1.0,4,1.0
"2017-10",electronics,3376.35,-0.22185270202997956,55,-0.15384615384615385,62,-0.07462686567164178
"2017-10",fashion_bags_accessories,7584.66,-0.356044706170022,93,-0.07920792079207921,108,-0.11475409836065574
"2017-10",fashion_childrens_clothes,39.99,-0.5556172908100899,1,0.0,1,0.0
"2017-10",fashion_male_clothing,971.9,-0.1746072186836518,8,-0.2,10,-0.375
"2017-10",fashion_shoes,1860.92,0.6922069655360553,16,0.3333333333333333,18,0.38461538461538464
"2017-10",fashion_sport,59.9,-0.844253770150806,1,-0.5,1,-0.8
"2017-10",fashion_underwear_beach,187.8,-0.8840669177109699,3,-0.7857142857142857,3,-0.8125
"2017-10",fixed_telephony,3751.88,-0.7259983451289754,6,0.0,7,-0.46153846153846156
"2017-10",food,806.06,-0.18819240220763003,12,-0.07692307692307693,17,0.0
"2017-10",food_drink,2297.23,6.389918291192176,15,1.5,17,0.8888888888888888
"2017-10",furniture_bedroom,943.9,0.33018602029312283,3,0.0,3,-0.25
"2017-10",furniture_decor,30009.74,-0.017842625672068416,266,-0.014814814814814815,375,0.09329446064139942
"2017-10",furniture_living_room,1532.79,0.20136847797973156,13,0.18181818181818182,19,0.7272727272727273
"2017-10",garden_tools,25798.75,0.17115700029461925,213,0.21022727272727273,280,0.26126126126126126
"2017-10",health_beauty,40698.99,-0.1964528138275147,322,-0.09550561797752809,350,-0.06914893617021277
"2017-10",home_appliances,1837.68,0.009608886984325818,7,-0.3,7,-0.3
"2017-10",home_appliances_2,2104.27,0.2927079493795307,9,0.5,9,0.5
"2017-10",home_comfort_2,64.5,4.0,3,2.0,5,4.0
"2017-10",home_confort,3619.8,-0.21177438952690783,26,0.0,27,-0.18181818181818182
"2017-10",home_construction,4201.17,2.0940779637799105,15,0.6666666666666666,18,0.6363636363636364
"2017-10",housewares,15883.68,-0.20348859367070585,188,-0.1336405529953917,229,-0.08032128514056225
"2017-10",industry_commerce_and_business,2256.69,9.258614419492682,5,1.5,5,1.5
"2017-10",kitchen_dining_laundry_garden_furniture,3428.6,7.37060546875,14,2.5,16,3.0
"2017-10",la_cuisine,137.0,,1,,1,
"2017-10",luggage_accessories,6240.34,0.6061080254698382,52,0.2682926829268293,56,0.3333333333333333
"2017-10",market_place,1019.54,-0.11128738417552154,10,-0.09090909090909091,11,0.0
"2017-10",music,54.9,,1,,1,
"2017-10",musical_instruments,6329.26,-0.2560288689846486,19,-0.13636363636363635,19,-0.2692307692307692
"2017-10",office_furniture,17890.83,0.9619999407808377,69,0.9166666666666666,102,0.7
"2017-10",party_supplies,137.8,-0.48925129725722755,2,1.0,2,0.0
"2017-10",perfumery,16877.82,0.2011571883028617,175,0.2962962962962963,187,0.2222222222222222
"2017-10",pet_shop,8243.58,-0.03413505926241841,64,0.03225806451612903,76,0.07042253521126761
"2017-10",signaling_and_security,744.0,0.697080291970803,7,0.4,10,0.1111111111111111
"2017-10",small_appliances,6464.85,-0.35549620466685405,30,0.034482758620689655,32,0.06666666666666667
"2017-10",sports_leisure,48568.98,-0.008231828279402243,417,0.022058823529411766,462,0.019867549668874173
"2017-10",stationery,7697.17,0.31541377283167443,89,0.2898550724637681,96,0.28
"2017-10",tablets_printing_image,99.0,-0.5767421975203079,1,-0.6666666666666666,1,-0.6666666666666666
"2017-10",telephony,20859.18,0.14119475642521742,220,0.375,244,0.41040462427745666
"2017-10",toys,33324.42,0.12556528341602247,272,0.026415094339622643,283,-0.020761245674740483
"2017-10",unknown,16321.27,1.8266099772260855,58,-0.04918032786885246,68,-0.0684931506849315
"2017-10",watches_gifts,64874.63,0.4497460946578423,282,0.12350597609561753,308,0.16666666666666666
"2017-11",agro_industry_and_commerce,13932.49,3.158604653939372,13,1.6,19,2.8
"2017-11",air_conditioning,4076.62,0.5909257654873127,16,0.7777777777777778,19,0.5833333333333334
"2017-11",art,75.0,-0.7851310700472711,1,-0.6666666666666666,1,-0.6666666666666666
"2017-11",audio,3677.23,0.5791727147016638,33,0.06451612903225806,36,0.16129032258064516
"2017-11",auto,34736.49,0.6217310577005227,242,0.8615384615384616,260,0.7567567567567568
"2017-11",baby,21048.19,0.2758411880587967,184,0.373134328358209,197,0.427536231884058
"2017-11",bed_bath_table,87957.63,0.9118023722116083,804,0.8190045248868778,961,0.7730627306273062
"2017-11",books_general_interest,2630.97,2.5819877467665076,37,3.625,37,2.3636363636363638
"2017-11",books_imported,247.0,,2,,3,
"2017-11",books_technical,768.9,-0.12625000000000003,5,-0.16666666666666666,6,0.0
"2017-11",cds_dvds_musicals,195.0,3.3333333333333335,3,2.0,3,2.0
"2017-11",christmas_supplies,1312.6,2.382553794614096,18,1.5714285714285714,22,0.8333333333333334
"2017-11",cine_photo,242.0,2.5072463768115942,1,0.0,1,0.0
"2017-11",computers,9768.0,-0.7581814292844071,7,-0.7307692307692307,7,-0.7407407407407407
"2017-11",computers_accessories,69676.32,0.6585895816600962,431,0.7035573122529645,512,0.656957928802589
"2017-11",consoles_games,11772.28,0.13405235860325695,123,0.24242424242424243,128,0.21904761904761905
"2017-11",construction_tools_construction,6993.56,1.714701612464968,36,1.4,47,1.4736842105263157
"2017-11",construction_tools_lights,2199.48,3.39896,9,3.5,10,4.0
"2017-11",construction_tools_safety,3280.69,0.9658387512358811,12,0.3333333333333333,14,0.16666666666666666
"2017-11",cool_stuff,55696.66,0.2558936399491028,286,0.18181818181818182,297,0.16929133858267717
"2017-11",costruction_tools_garden,1218.5,0.6314098272861159,14,0.75,17,0.8888888888888888
"2017-11",costruction_tools_tools,269.5,-0.7354211663066955,4,-0.2,5,0.0
"2017-11",drinks,674.12,0.12921705919796306,14,0.4,18,0.5
"2017-11",dvds_blu_ray,79.79,-0.543012600229095,3,-0.25,3,-0.25
"2017-11",electronics,9992.99,1.9597020451078826,163,1.9636363636363636,182,1.935483870967742
"2017-11",fashio_female_clothing,59.98,,2,,2,
"2017-11",fashion_bags_accessories,12849.33,0.6941207648068601,178,0.9139784946236559,193,0.7870370370370371
"2017-11",fashion_male_clothing,880.99,-0.09353842987961722,10,0.25,11,0.1
"2017-11",fashion_shoes,1707.8,-0.08228188207983154,17,0.0625,19,0.05555555555555555
"2017-11",fashion_sport,59.9,0.0,1,0.0,1,0.0
"2017-11",fashion_underwear_beach,1221.6,5.50479233226837,10,2.3333333333333335,10,2.3333333333333335
"2017-11",fixed_telephony,943.98,-0.748398136400951,5,-0.16666666666666666,5,-0.2857142857142857
"2017-11",flowers,187.8,,6,,6,
"2017-11",food,498.09,-0.3820683323822048,10,-0.16666666666666666,14,-0.17647058823529413
"2017-11",food_drink,2445.57,0.06457342103315739,28,0.8666666666666667,33,0.9411764705882353
"2017-11",furniture_bedroom,873.0,-0.07511388918317616,3,0.0,3,0.0
"2017-11",furniture_decor,62091.27,1.069037252571998,536,1.0150375939849625,767,1.0453333333333332
"2017-11",furniture_living_room,6212.95,3.053360212423098,29,1.2307692307692308,39,1.0526315789473684
"2017-11",furniture_mattress_and_upholstery,334.0,,2,,2,
"2017-11",garden_tools,44275.18,0.7161753960947721,430,1.0187793427230047,547,0.9535714285714286
"2017-11",health_beauty,78274.4,0.9232516580878296,519,0.6118012422360248,573,0.6371428571428571
"2017-11",home_appliances,4515.94,1.457413695529145,25,2.5714285714285716,25,2.5714285714285716
"2017-11",home_appliances_2,4854.93,1.3071801622415375,13,0.4444444444444444,13,0.4444444444444444
"2017-11",home_comfort_2,38.7,-0.39999999999999997,3,0.0,3,-0.4
"2017-11",home_confort,5355.39,0.47947124150505555,40,0.5384615384615384,45,0.6666666666666666
"2017-11",home_construction,4936.72,0.175082179488095,33,1.2,38,1.1111111111111112
"2017-11",housewares,33872.42,1.1325297412186595,345,0.8351063829787234,412,0.7991266375545851
"2017-11",industry_commerce_and_business,1994.87,-0.11601947985766771,6,0.2,6,0.2
"2017-11",kitchen_dining_laundry_garden_furniture,5007.39,0.4604765793618388,28,1.0,33,1.0625
"2017-11",la_cuisine,137.0,0.0,1,0.0,1,0.0
"2017-11",luggage_accessories,8301.15,0.33024001897332506,63,0.21153846153846154,70,0.25
"2017-11",market_place,1355.98,0.32999195715714935,11,0.1,16,0.45454545454545453
"2017-11",musical_instruments,15776.89,1.492691088689673,41,1.1578947368421053,42,1.2105263157894737
"2017-11",office_furniture,17919.2,0.0015857285547958915,75,0.08695652173913043,101,-0.00980392156862745
"2017-11",party_supplies,850.7,5.17343976777939,3,0.5,3,0.5
"2017-11",perfumery,31612.13,0.8729984085622433,287,0.64,304,0.6256684491978609
"2017-11",pet_shop,11167.79,0.35472573808951946,82,0.28125,97,0.27631578947368424
