"purchase_month","category_name","monthly_sales_amount","sales_mom_growth","monthly_order_count","order_mom_growth","monthly_item_count","item_mom_growth"
"2017-11",signaling_and_security,596.79,-0.1978629032258065,3,-0.5714285714285714,5,-0.5
"2017-11",small_appliances,6782.92,0.04919990409676941,27,-0.1,28,-0.125
"2017-11",sports_leisure,62686.24,0.29066412347963644,542,0.2997601918465228,597,0.2922077922077922
"2017-11",stationery,16406.19,1.1314574057738103,149,0.6741573033707865,163,0.6979166666666666
"2017-11",tablets_printing_image,350.4,2.539393939393939,6,5.0,6,5.0
"2017-11",telephony,26117.63,0.25209284353459727,343,0.5590909090909091,371,0.5204918032786885
"2017-11",toys,62611.26,0.8788402018699802,443,0.6286764705882353,485,0.7137809187279152
"2017-11",unknown,13786.55,-0.15530164012972036,111,0.9137931034482759,118,0.7352941176470589
"2017-11",watches_gifts,95292.34,0.468869109542513,424,0.5035460992907801,463,0.5032467532467533
"2017-12",agro_industry_and_commerce,5291.7,-0.6201899301560597,9,-0.3076923076923077,11,-0.42105263157894735
"2017-12",air_conditioning,668.8,-0.8359425210100524,3,-0.8125,3,-0.8421052631578947
"2017-12",art,115.25,0.5366666666666666,3,2.0,3,2.0
"2017-12",audio,2686.93,-0.269305972158391,17,-0.48484848484848486,17,-0.5277777777777778
"2017-12",auto,39019.96,0.12331326509961144,238,-0.01652892561983471,263,0.011538461538461539
"2017-12",baby,19658.48,-0.06602515465700372,135,-0.266304347826087,139,-0.29441624365482233
"2017-12",bed_bath_table,50081.16,-0.4306217664118508,476,-0.4079601990049751,546,-0.43184183142559834
"2017-12",books_general_interest,2352.2,-0.10595711847721563,37,0.0,41,0.10810810810810811
"2017-12",books_imported,231.0,-0.06477732793522267,3,0.5,3,0.0
"2017-12",books_technical,670.69,-0.12772792300689287,4,-0.2,4,-0.3333333333333333
"2017-12",cds_dvds_musicals,65.0,-0.6666666666666666,1,-0.6666666666666666,1,-0.6666666666666666
"2017-12",christmas_supplies,493.9,-0.6237239067499619,14,-0.2222222222222222,16,-0.2727272727272727
"2017-12",computers,16741.0,0.7138615888615889,19,1.7142857142857142,23,2.2857142857142856
"2017-12",computers_accessories,37428.67,-0.46282079765406675,249,-0.4222737819025522,284,-0.4453125
"2017-12",consoles_games,8885.01,-0.2452600515787936,87,-0.2926829268292683,92,-0.28125
"2017-12",construction_tools_construction,5830.35,-0.1663258769496508,22,-0.3888888888888889,27,-0.425531914893617
"2017-12",construction_tools_lights,176.0,-0.9199810864386128,2,-0.7777777777777778,2,-0.8
"2017-12",construction_tools_safety,1384.92,-0.5778570971350538,7,-0.4166666666666667,7,-0.5
"2017-12",cool_stuff,37515.57,-0.3264305256365463,231,-0.19230769230769232,248,-0.16498316498316498
"2017-12",costruction_tools_garden,928.9,-0.23766926549035702,6,-0.5714285714285714,6,-0.6470588235294118
"2017-12",costruction_tools_tools,349.4,0.2964749536178107,6,0.5,6,0.2
"2017-12",diapers_and_hygiene,76.0,,1,,2,
"2017-12",drinks,2132.84,2.1638877351213437,31,1.2142857142857142,34,0.8888888888888888
"2017-12",dvds_blu_ray,119.9,0.5026945732547938,1,-0.6666666666666666,1,-0.6666666666666666
"2017-12",electronics,8518.61,-0.14754142654000446,189,0.15950920245398773,209,0.14835164835164835
"2017-12",fashion_bags_accessories,9999.76,-0.22176798323336702,123,-0.3089887640449438,134,-0.30569948186528495
"2017-12",fashion_male_clothing,450.89,-0.4882007741291048,4,-0.6,4,-0.6363636363636364
"2017-12",fashion_shoes,1099.0,-0.3564820236561658,12,-0.29411764705882354,13,-0.3157894736842105
"2017-12",fashion_sport,59.9,0.0,1,0.0,1,0.0
"2017-12",fashion_underwear_beach,1173.1,-0.03970203012442698,13,0.3,13,0.3
"2017-12",fixed_telephony,998.77,0.05804148392974424,5,0.0,5,0.0
"2017-12",flowers,82.7,-0.5596379126730564,2,-0.6666666666666666,2,-0.6666666666666666
"2017-12",food,939.34,0.8858840771748079,11,0.1,13,-0.07142857142857142
"2017-12",food_drink,1033.68,-0.5773255314711908,18,-0.35714285714285715,21,-0.36363636363636365
"2017-12",furniture_bedroom,185.0,-0.7880870561282932,1,-0.6666666666666666,1,-0.6666666666666666
"2017-12",furniture_decor,31073.09,-0.49955782833883083,304,-0.43283582089552236,378,-0.5071707953063885
"2017-12",furniture_living_room,2316.01,-0.6272286112072365,16,-0.4482758620689655,20,-0.48717948717948717
"2017-12",furniture_mattress_and_upholstery,803.7,1.4062874251497008,8,3.0,8,3.0
"2017-12",garden_tools,26795.69,-0.39479207086227547,243,-0.43488372093023253,323,-0.40950639853747717
"2017-12",health_beauty,60688.75,-0.22466668540416784,426,-0.1791907514450867,460,-0.19720767888307156
"2017-12",home_appliances,1331.0,-0.7052662347152531,16,-0.36,16,-0.36
"2017-12",home_appliances_2,1990.16,-0.5900744191986291,8,-0.38461538461538464,8,-0.38461538461538464
"2017-12",home_confort,2257.8,-0.5784060544610197,14,-0.65,14,-0.6888888888888889
"2017-12",home_construction,6525.3,0.32178855596428396,29,-0.12121212121212122,38,0.0
"2017-12",housewares,25285.96,-0.25349414066074993,243,-0.2956521739130435,288,-0.30097087378640774
"2017-12",industry_commerce_and_business,1828.5,-0.08339891822524771,9,0.5,9,0.5
"2017-12",kitchen_dining_laundry_garden_furniture,4277.3,-0.14580250389923693,16,-0.42857142857142855,20,-0.3939393939393939
"2017-12",luggage_accessories,5969.21,-0.2809177041735181,44,-0.30158730158730157,46,-0.34285714285714286
"2017-12",market_place,703.25,-0.48137140665791534,13,0.18181818181818182,14,-0.125
"2017-12",musical_instruments,10823.5,-0.31396491957540423,41,0.0,42,0.0
"2017-12",office_furniture,6684.37,-0.6269716281976875,38,-0.49333333333333335,48,-0.5247524752475248
"2017-12",party_supplies,515.2,-0.3943810979193605,2,-0.3333333333333333,2,-0.3333333333333333
"2017-12",perfumery,26448.94,-0.16332939286280304,225,-0.21602787456445993,233,-0.23355263157894737
"2017-12",pet_shop,7126.74,-0.3618486737304338,69,-0.15853658536585366,72,-0.25773195876288657
"2017-12",signaling_and_security,770.0,0.29023609644933734,2,-0.3333333333333333,2,-0.6
"2017-12",small_appliances,7539.77,0.1115817376587075,26,-0.037037037037037035,27,-0.03571428571428571
"2017-12",sports_leisure,58722.48,-0.0632317395332691,431,-0.2047970479704797,484,-0.18927973199329984
"2017-12",stationery,24793.1,0.511204002879401,229,0.5369127516778524,248,0.5214723926380368
"2017-12",tablets_printing_image,419.4,0.1969178082191781,6,0.0,6,0.0
"2017-12",telephony,12780.44,-0.5106585092138911,237,-0.30903790087463556,260,-0.2991913746630728
"2017-12",toys,55064.56,-0.12053263262869976,413,-0.06772009029345373,436,-0.10103092783505155
"2017-12",unknown,15497.67,0.12411517022025097,132,0.1891891891891892,137,0.16101694915254236
"2017-12",watches_gifts,69556.92,-0.27006808731950543,333,-0.21462264150943397,353,-0.23758099352051837
"2018-01",agro_industry_and_commerce,5853.44,0.10615492185875991,15,0.6666666666666666,18,0.6363636363636364
"2018-01",air_conditioning,4674.74,5.989742822966507,22,6.333333333333333,29,8.666666666666666
"2018-01",art,2540.77,21.04572668112798,19,5.333333333333333,19,5.333333333333333
"2018-01",audio,3820.28,0.42180108897515023,25,0.47058823529411764,26,0.5294117647058824
"2018-01",auto,35855.02,-0.0811107956030709,243,0.02100840336134454,267,0.015209125475285171
"2018-01",baby,29833.88,0.5176086859207834,209,0.5481481481481482,219,0.5755395683453237
"2018-01",bed_bath_table,75408.13,0.505718517702066,689,0.4474789915966387,836,0.5311355311355311
"2018-01",books_general_interest,2160.2,-0.08162571209931128,40,0.08108108108108109,44,0.07317073170731707
"2018-01",books_imported,583.0,1.5238095238095237,6,1.0,6,1.0
"2018-01",books_technical,1176.55,0.7542381726281887,16,3.0,17,3.25
"2018-01",christmas_supplies,851.5,0.7240332051022474,9,-0.35714285714285715,10,-0.375
"2018-01",cine_photo,199.98,,2,,2,
"2018-01",computers,6851.0,-0.590765187264799,11,-0.42105263157894735,11,-0.5217391304347826
"2018-01",computers_accessories,80503.87,1.150861091243691,574,1.3052208835341366,688,1.4225352112676057
"2018-01",consoles_games,7313.28,-0.17689681834910714,50,-0.42528735632183906,51,-0.44565217391304346
"2018-01",construction_tools_construction,9664.18,0.6575642971691236,40,0.8181818181818182,48,0.7777777777777778
"2018-01",construction_tools_lights,2392.99,12.59653409090909,6,2.0,7,2.5
"2018-01",construction_tools_safety,2228.89,0.6093998209282845,9,0.2857142857142857,11,0.5714285714285714
"2018-01",cool_stuff,38942.41,0.03803327525078264,285,0.23376623376623376,296,0.1935483870967742
"2018-01",costruction_tools_garden,3927.98,3.2286360211002263,21,2.5,24,3.0
"2018-01",costruction_tools_tools,532.3,0.523468803663423,8,0.3333333333333333,8,0.3333333333333333
"2018-01",diapers_and_hygiene,125.0,0.6447368421052632,1,0.0,5,1.5
"2018-01",drinks,2227.61,0.04443371279608408,39,0.25806451612903225,50,0.47058823529411764
"2018-01",dvds_blu_ray,49.8,-0.5846538782318599,2,1.0,2,1.0
"2018-01",electronics,15884.28,0.8646563230386177,319,0.6878306878306878,348,0.6650717703349283
"2018-01",fashio_female_clothing,161.79,,3,,3,
"2018-01",fashion_bags_accessories,7931.72,-0.20680896341512195,116,-0.056910569105691054,125,-0.06716417910447761
"2018-01",fashion_male_clothing,550.6,0.22114041118676403,5,0.25,6,0.5
"2018-01",fashion_shoes,666.7,-0.3933575978161965,7,-0.4166666666666667,9,-0.3076923076923077
"2018-01",fashion_sport,119.8,1.0,2,1.0,2,1.0
"2018-01",fashion_underwear_beach,754.5,-0.35683232461000763,8,-0.38461538461538464,8,-0.38461538461538464
"2018-01",fixed_telephony,2444.1,1.4471099452326361,10,1.0,10,1.0
"2018-01",flowers,284.6,2.4413542926239424,7,2.5,10,4.0
"2018-01",food,829.56,-0.1168692912044628,18,0.6363636363636364,19,0.46153846153846156
"2018-01",food_drink,341.17,-0.6699462115935299,10,-0.4444444444444444,11,-0.47619047619047616
"2018-01",furniture_bedroom,914.8,3.9448648648648645,5,4.0,5,4.0
"2018-01",furniture_decor,53798.81,0.7313633758342024,467,0.5361842105263158,595,0.5740740740740741
"2018-01",furniture_living_room,2308.1,-0.0034153565830891525,22,0.375,22,0.1
"2018-01",furniture_mattress_and_upholstery,860.5,0.07067313674256558,9,0.125,9,0.125
"2018-01",garden_tools,26793.06,-0.0000981501129472,202,-0.16872427983539096,236,-0.2693498452012384
"2018-01",health_beauty,71405.6,0.17658709398364617,563,0.3215962441314554,619,0.3456521739130435
"2018-01",home_appliances,1725.15,0.29613072877535696,26,0.625,27,0.6875
"2018-01",home_appliances_2,8630.1,3.3363850142702094,12,0.5,13,0.625
"2018-01",home_confort,3020.16,0.33765612543183615,18,0.2857142857142857,18,0.2857142857142857
"2018-01",home_construction,5747.78,-0.11915467488084845,27,-0.06896551724137931,40,0.05263157894736842
"2018-01",housewares,37446.74,0.4809301288145674,317,0.3045267489711934,351,0.21875
"2018-01",industry_commerce_and_business,2681.1,0.4662838392124692,15,0.6666666666666666,18,1.0
"2018-01",kitchen_dining_laundry_garden_furniture,4838.5,0.1312042643723844,20,0.25,21,0.05
"2018-01",la_cuisine,112.0,,1,,1,
"2018-01",luggage_accessories,18546.32,2.1069974083672713,121,1.75,126,1.7391304347826086
"2018-01",market_place,818.72,0.1641948098115891,12,-0.07692307692307693,14,0.0
"2018-01",music,24.97,,1,,1,
"2018-01",musical_instruments,15178.58,0.4023726151429759,49,0.1951219512195122,51,0.21428571428571427
"2018-01",office_furniture,19485.42,1.9150720262343346,104,1.736842105263158,142,1.9583333333333333
"2018-01",party_supplies,135.8,-0.7364130434782609,2,0.0,2,0.0
"2018-01",perfumery,19555.37,-0.26063691021265883,207,-0.08,223,-0.04291845493562232
"2018-01",pet_shop,10796.06,0.5148665448718488,76,0.10144927536231885,89,0.2361111111111111
"2018-01",signaling_and_security,1048.79,0.36206493506493503,7,2.5,8,3.0
"2018-01",small_appliances,14261.81,0.8915444370318987,50,0.9230769230769231,53,0.9629629629629629
"2018-01",small_appliances_home_oven_and_coffee,369.99,,1,,1,
"2018-01",sports_leisure,86172.83,0.46745896971653783,575,0.33410672853828305,642,0.32644628099173556
"2018-01",stationery,39522.72,0.5941015847151023,368,0.6069868995633187,385,0.5524193548387096
"2018-01",tablets_printing_image,161.8,-0.614210777300906,3,-0.5,3,-0.5
"2018-01",telephony,14700.08,0.15020140151669265,343,0.4472573839662447,368,0.4153846153846154
"2018-01",toys,21382.85,-0.6116767300056516,154,-0.6271186440677966,161,-0.6307339449541285
"2018-01",unknown,20993.63,0.3546313736193893,171,0.29545454545454547,193,0.40875912408759124
"2018-01",watches_gifts,73521.24,0.056993897947177755,322,-0.03303303303303303,355,0.0056657223796034
"2018-02",agro_industry_and_commerce,7385.3,0.26170252022742196,20,0.3333333333333333,26,0.4444444444444444
"2018-02",air_conditioning,2626.89,-0.4380671438411548,11,-0.5,12,-0.5862068965517241
"2018-02",art,1216.71,-0.5211254855811427,11,-0.42105263157894735,12,-0.3684210526315789
"2018-02",audio,2828.49,-0.2596118609107187,15,-0.4,15,-0.4230769230769231
"2018-02",auto,41048.51,0.14484694193449077,299,0.23045267489711935,315,0.1797752808988764
"2018-02",baby,25857.28,-0.1332914123137856,165,-0.21052631578947367,172,-0.2146118721461187
"2018-02",bed_bath_table,60366.29,-0.19947239110690057,588,-0.14658925979680695,685,-0.180622009569378
"2018-02",books_general_interest,1886.65,-0.12663179335246724,28,-0.3,28,-0.36363636363636365
"2018-02",books_imported,325.0,-0.4425385934819897,3,-0.5,3,-0.5
"2018-02",books_technical,1411.21,0.1994475372912329,23,0.4375,26,0.5294117647058824
"2018-02",christmas_supplies,2059.65,1.4188490898414563,17,0.8888888888888888,24,1.4
"2018-02",cine_photo,227.99,0.14006400640064018,2,0.0,2,0.0
"2018-02",computers_accessories,100131.99,0.24381585630603858,791,0.3780487804878049,971,0.4113372093023256
"2018-02",consoles_games,11763.83,0.6085573094425484,50,0.0,51,0.0
"2018-02",construction_tools_construction,8991.07,-0.0696499858239396,53,0.325,68,0.4166666666666667
"2018-02",construction_tools_lights,1610.8,-0.32686722468543533,9,0.5,17,1.4285714285714286
"2018-02",construction_tools_safety,5965.75,1.676556492245019,7,-0.2222222222222222,8,-0.2727272727272727
"2018-02",cool_stuff,29772.25,-0.23548003320801159,176,-0.3824561403508772,180,-0.3918918918918919
"2018-02",costruction_tools_garden,1538.25,-0.6083864989129273,14,-0.3333333333333333,20,-0.16666666666666666
"2018-02",costruction_tools_tools,1318.2,1.4764230696975393,11,0.375,12,0.5
"2018-02",diapers_and_hygiene,100.0,-0.2,1,0.0,4,-0.2
"2018-02",drinks,1919.95,-0.13811214709935762,26,-0.3333333333333333,31,-0.38
"2018-02",dvds_blu_ray,24.9,-0.5,1,-0.5,1,-0.5
"2018-02",electronics,14764.7,-0.07048352207339582,300,-0.05956112852664577,331,-0.04885057471264368
"2018-02",fashio_female_clothing,29.99,-0.8146362568761975,1,-0.6666666666666666,1,-0.6666666666666666
"2018-02",fashion_bags_accessories,9786.63,0.2338597429057,102,-0.1206896551724138,107,-0.144
"2018-02",fashion_male_clothing,388.09,-0.2951507446422086,3,-0.4,3,-0.5
"2018-02",fashion_shoes,1033.7,0.5504724763761811,10,0.42857142857142855,11,0.2222222222222222
"2018-02",fashion_underwear_beach,399.3,-0.47077534791252484,7,-0.125,7,-0.125
"2018-02",fixed_telephony,4738.68,0.938824107033264,9,-0.1,11,0.1
"2018-02",flowers,134.48,-0.5274771609276178,4,-0.42857142857142855,4,-0.6
"2018-02",food,1783.52,1.1499590144172815,30,0.6666666666666666,38,1.0
"2018-02",food_drink,1018.3,1.9847290207228063,20,1.0,23,1.0909090909090908
"2018-02",furniture_bedroom,895.8,-0.020769567118495848,6,0.2,7,0.4
"2018-02",furniture_decor,38002.36,-0.29362080685427794,336,-0.28051391862955033,422,-0.2907563025210084
"2018-02",furniture_living_room,4402.78,0.9075343356007105,19,-0.13636363636363635,26,0.18181818181818182
"2018-02",furniture_mattress_and_upholstery,344.7,-0.599418942475305,5,-0.4444444444444444,5,-0.4444444444444444
"2018-02",garden_tools,26489.13,-0.011343609128632574,229,0.13366336633663367,293,0.24152542372881355
"2018-02",health_beauty,84576.55,0.18445261996257992,595,0.056838365896980464,650,0.050080775444264945
"2018-02",home_appliances,5542.45,2.2127351244819287,47,0.8076923076923077,48,0.7777777777777778
"2018-02",home_appliances_2,8998.83,0.042726040254458184,21,0.75,21,0.6153846153846154
"2018-02",home_comfort_2,38.7,,2,,3,
"2018-02",home_confort,3012.76,-0.002450201313837557,20,0.1111111111111111,21,0.16666666666666666
"2018-02",home_construction,5225.9,-0.09079679458851941,31,0.14814814814814814,38,-0.05
"2018-02",housewares,34877.47,-0.0686113130275158,334,0.05362776025236593,391,0.11396011396011396
"2018-02",industry_commerce_and_business,4735.59,0.7662862258028422,29,0.9333333333333333,37,1.0555555555555556
"2018-02",kitchen_dining_laundry_garden_furniture,4621.16,-0.04491887981812548,16,-0.2,19,-0.09523809523809523
"2018-02",luggage_accessories,6423.55,-0.6536482709238275,43,-0.6446280991735537,45,-0.6428571428571429
"2018-02",market_place,1920.92,1.3462478014461599,20,0.6666666666666666,28,1.0
"2018-02",music,244.97,8.81057268722467,2,1.0,2,1.0
"2018-02",musical_instruments,9015.73,-0.4060228295400492,39,-0.20408163265306123,44,-0.13725490196078433
"2018-02",office_furniture,17287.89,-0.11277816952367457,70,-0.3269230769230769,107,-0.24647887323943662
"2018-02",perfumery,20372.0,0.04175988488072591,194,-0.06280193236714976,211,-0.053811659192825115
"2018-02",pet_shop,9218.24,-0.1461477613129234,86,0.13157894736842105,99,0.11235955056179775
"2018-02",signaling_and_security,715.79,-0.31750874817647,10,0.42857142857142855,15,0.875
"2018-02",small_appliances,5245.16,-0.6322233994142399,30,-0.4,32,-0.39622641509433965
"2018-02",small_appliances_home_oven_and_coffee,3024.9,7.1756263682802235,5,4.0,5,4.0
"2018-02",sports_leisure,74540.95,-0.13498314956117843,571,-0.006956521739130435,637,-0.00778816199376947
"2018-02",stationery,10090.53,-0.7446903958027181,131,-0.6440217391304348,145,-0.6233766233766234
"2018-02",tablets_printing_image,694.97,3.2952410383189124,12,3.0,13,3.3333333333333335
"2018-02",telephony,13672.38,-0.06991118415682096,328,-0.043731778425655975,354,-0.03804347826086957
"2018-02",toys,14203.35,-0.3357597326829678,130,-0.15584415584415584,139,-0.13664596273291926
"2018-02",unknown,12821.96,-0.3892452139053609,108,-0.3684210526315789,118,-0.38860103626943004
"2018-02",watches_gifts,60725.31,-0.17404399055293418,304,-0.055900621118012424,324,-0.08732394366197183
"2018-03",agro_industry_and_commerce,5161.0,-0.3011793698292554,24,0.2,26,0.0
"2018-03",air_conditioning,2507.68,-0.04538065925866711,23,1.0909090909090908,24,1.0
"2018-03",art,461.5,-0.6206984408774482,7,-0.36363636363636365,7,-0.4166666666666667
"2018-03",audio,10606.69,2.7499478520341247,33,1.2,34,1.2666666666666666
"2018-03",auto,44081.96,0.07389915005441115,317,0.06020066889632107,336,0.06666666666666667
"2018-03",baby,40818.75,0.5786173178308005,208,0.2606060606060606,215,0.25
"2018-03",bed_bath_table,67786.35,0.12291727717572183,652,0.10884353741496598,777,0.1343065693430657
"2018-03",books_general_interest,1691.94,-0.10320409190893914,33,0.17857142857142858,38,0.35714285714285715
"2018-03",books_imported,259.0,-0.20307692307692307,2,-0.3333333333333333,3,0.0
"2018-03",books_technical,913.47,-0.352704416777092,17,-0.2608695652173913,17,-0.34615384615384615
"2018-03",christmas_supplies,854.95,-0.5849052023402034,12,-0.29411764705882354,12,-0.5
"2018-03",cine_photo,711.79,2.122022895741041,6,2.0,7,2.5
"2018-03",computers_accessories,84708.39,-0.15403269224949995,630,-0.20353982300884957,750,-0.22760041194644695
"2018-03",consoles_games,11826.22,0.0053035448489139525,53,0.06,57,0.11764705882352941
"2018-03",construction_tools_construction,9446.58,0.05066249067129944,48,-0.09433962264150944,66,-0.029411764705882353
"2018-03",construction_tools_lights,2536.7,0.5748075490439533,12,0.3333333333333333,13,-0.23529411764705882
"2018-03",construction_tools_safety,5374.87,-0.09904538406738467,13,0.8571428571428571,22,1.75
"2018-03",cool_stuff,37791.24,0.2693444398727002,239,0.35795454545454547,253,0.40555555555555556
"2018-03",costruction_tools_garden,2087.23,0.3568860718348773,19,0.35714285714285715,22,0.1
"2018-03",costruction_tools_tools,931.3,-0.2935062964648764,8,-0.2727272727272727,9,-0.25
"2018-03",diapers_and_hygiene,125.0,0.25,1,0.0,5,0.25
"2018-03",drinks,962.7,-0.4985806922055262,20,-0.23076923076923078,21,-0.3225806451612903
"2018-03",dvds_blu_ray,49.8,1.0,2,1.0,2,1.0
"2018-03",electronics,12394.51,-0.16053086076926726,237,-0.21,254,-0.2326283987915408
"2018-03",fashio_female_clothing,119.96,3.0,1,0.0,4,3.0
"2018-03",fashion_bags_accessories,10096.51,0.03166360636909754,129,0.2647058823529412,137,0.2803738317757009
"2018-03",fashion_childrens_clothes,79.98,,2,,2,
"2018-03",fashion_shoes,1053.1,0.01876753410080281,11,0.1,11,0.0
"2018-03",fashion_sport,89.9,,1,,1,
"2018-03",fashion_underwear_beach,289.4,-0.2752316553969447,5,-0.2857142857142857,5,-0.2857142857142857
"2018-03",fixed_telephony,1930.59,-0.5925890754387297,12,0.3333333333333333,14,0.2727272727272727
"2018-03",flowers,89.67,-0.33320939916716236,3,-0.25,3,-0.25
"2018-03",food,1559.9,-0.1253812685027361,33,0.1,35,-0.07894736842105263
"2018-03",food_drink,2350.77,1.308524010605912,17,-0.15,19,-0.17391304347826086
"2018-03",furniture_bedroom,1071.8,0.19647242688100022,6,0.0,6,-0.14285714285714285
"2018-03",furniture_decor,51319.97,0.35044165678131567,430,0.27976190476190477,583,0.3815165876777251
"2018-03",furniture_living_room,3521.87,-0.2000804037449066,19,0.0,19,-0.2692307692307692
"2018-03",furniture_mattress_and_upholstery,440.0,0.2764722947490572,4,-0.2,4,-0.2
"2018-03",garden_tools,26773.88,0.01074969242100439,199,-0.13100436681222707,253,-0.13651877133105803
"2018-03",health_beauty,84488.57,-0.001040241059726318,605,0.01680672268907563,656,0.009230769230769232
"2018-03",home_appliances,9876.59,0.7819899142076159,70,0.48936170212765956,70,0.4583333333333333
"2018-03",home_appliances_2,5648.2,-0.3723406265036677,12,-0.42857142857142855,12,-0.42857142857142855
"2018-03",home_comfort_2,34.99,-0.09586563307493541,1,-0.5,1,-0.6666666666666666
"2018-03",home_confort,2522.38,-0.16276769473837946,21,0.05,21,0.0
"2018-03",home_construction,5250.51,0.0047092366865038714,33,0.06451612903225806,43,0.13157894736842105
"2018-03",housewares,35052.12,0.0050075306494422175,322,-0.03592814371257485,390,-0.0025575447570332483
"2018-03",industry_commerce_and_business,2922.45,-0.3828752066796324,26,-0.10344827586206896,29,-0.21621621621621623
"2018-03",kitchen_dining_laundry_garden_furniture,2842.66,-0.3848600784218681,12,-0.25,12,-0.3684210526315789
"2018-03",la_cuisine,389.0,,1,,1,
"2018-03",luggage_accessories,5851.77,-0.08901308466502164,51,0.18604651162790697,56,0.24444444444444444
"2018-03",market_place,1548.74,-0.19375091102180209,16,-0.2,17,-0.39285714285714285
"2018-03",music,323.97,0.3224884679756706,2,0.0,2,0.0
"2018-03",musical_instruments,8931.4,-0.009353651895076708,49,0.2564102564102564,53,0.20454545454545456
"2018-03",office_furniture,30861.64,0.7851594381963328,149,1.1285714285714286,200,0.8691588785046729
"2018-03",party_supplies,913.9,,5,,6,
"2018-03",perfumery,20081.88,-0.014241115256233996,182,-0.061855670103092786,198,-0.061611374407582936
"2018-03",pet_shop,13400.21,0.45366252126219314,108,0.2558139534883721,122,0.23232323232323232
"2018-03",signaling_and_security,921.9,0.28794758239148355,7,-0.3,9,-0.4
"2018-03",small_appliances,13952.18,1.6600103714662662,34,0.13333333333333333,35,0.09375
"2018-03",small_appliances_home_oven_and_coffee,7890.9,1.6086482197758603,7,0.4,7,0.4
"2018-03",sports_leisure,81656.96,0.09546443934508494,645,0.1295971978984238,732,0.14913657770800628
"2018-03",stationery,12993.74,0.28771630429719736,145,0.10687022900763359,163,0.12413793103448276
"2018-03",tablets_printing_image,259.29,-0.6269047584787832,2,-0.8333333333333334,3,-0.7692307692307693
"2018-03",telephony,24759.43,0.810908561640329,320,-0.024390243902439025,334,-0.05649717514124294
"2018-03",toys,22817.55,0.6064907222591852,215,0.6538461538461539,225,0.6187050359712231
"2018-03",unknown,16625.22,0.29662079744438463,125,0.1574074074074074,133,0.1271186440677966
"2018-03",watches_gifts,95661.18,0.5753098666766789,407,0.33881578947368424,421,0.2993827160493827
"2018-04",agro_industry_and_commerce,4500.7,-0.12794032164309246,12,-0.5,12,-0.5384615384615384
"2018-04",air_conditioning,3261.79,0.3007201875837428,22,-0.043478260869565216,23,-0.041666666666666664
"2018-04",art,2140.28,3.637659804983749,26,2.7142857142857144,26,2.7142857142857144
"2018-04",arts_and_craftmanship,15.99,,1,,1,
"2018-04",audio,7045.07,-0.3357899589787201,30,-0.09090909090909091,31,-0.08823529411764706
"2018-04",auto,47989.41,0.08864056861355539,328,0.03470031545741325,348,0.03571428571428571
"2018-04",baby,47201.22,0.15636123105190633,215,0.03365384615384615,237,0.10232558139534884
"2018-04",bed_bath_table,71379.61,0.05300860719009055,600,-0.07975460122699386,736,-0.05276705276705277
"2018-04",books_general_interest,6274.51,2.7084707495537663,42,0.2727272727272727,49,0.2894736842105263
"2018-04",books_imported,317.99,0.2277606177606178,4,1.0,4,0.3333333333333333
"2018-04",books_technical,1172.1,0.28312916680350736,23,0.35294117647058826,23,0.35294117647058826
"2018-04",cds_dvds_musicals,65.0,,1,,1,
"2018-04",christmas_supplies,275.15,-0.6781683139364876,9,-0.25,12,0.0
"2018-04",cine_photo,521.74,-0.2670029081611149,5,-0.16666666666666666,5,-0.2857142857142857
"2018-04",computers,13774.92,,13,,15,
"2018-04",computers_accessories,57370.9,-0.3227247029485509,465,-0.2619047619047619,526,-0.2986666666666667
"2018-04",consoles_games,5511.05,-0.5339973381181814,37,-0.3018867924528302,40,-0.2982456140350877
"2018-04",construction_tools_construction,12933.83,0.3691547628877329,76,0.5833333333333334,90,0.36363636363636365
"2018-04",construction_tools_lights,4962.67,0.9563487996215557,37,2.0833333333333335,47,2.6153846153846154
"2018-04",construction_tools_safety,2887.26,-0.46282235663374177,23,0.7692307692307693,24,0.09090909090909091
"2018-04",cool_stuff,35025.41,-0.07318706663237286,194,-0.18828451882845187,206,-0.1857707509881423
"2018-04",costruction_tools_garden,1326.79,-0.36432975762134506,12,-0.3684210526315789,18,-0.18181818181818182
"2018-04",costruction_tools_tools,1332.99,0.43132180822506183,16,1.0,17,0.8888888888888888
"2018-04",diapers_and_hygiene,149.0,0.192,4,3.0,4,-0.2
"2018-04",drinks,5016.44,4.2108029500363555,29,0.45,54,1.5714285714285714
"2018-04",dvds_blu_ray,92.5,0.8574297188755021,4,1.0,5,1.5
"2018-04",electronics,10840.23,-0.12540068143073027,201,-0.1518987341772152,212,-0.16535433070866143
"2018-04",fashio_female_clothing,174.95,0.45840280093364455,1,0.0,5,0.25
"2018-04",fashion_bags_accessories,8218.85,-0.18597119202575937,92,-0.2868217054263566,102,-0.25547445255474455
"2018-04",fashion_male_clothing,195.0,,1,,1,
"2018-04",fashion_shoes,1438.7,0.366157060108252,11,0.0,11,0.0
"2018-04",fashion_sport,89.9,0.0,1,0.0,1,0.0
"2018-04",fashion_underwear_beach,359.4,0.24187975120939878,6,0.2,6,0.2
"2018-04",fixed_telephony,1921.94,-0.004480495599790667,10,-0.16666666666666666,11,-0.21428571428571427
"2018-04",flowers,158.4,0.7664770826363333,3,0.0,3,0.0
